PARLID	PROVINCE	RIDING	DATE	NAME	PARTY	JOB	VOTES	PERC	ELECTED	ELECTIONNUM
0	Prince Edward Island	KING'S	1965-11-08	MULLIN, Tobias Wilfred	N.D.P.	CNR employee	106	1.16	0	27
2888	Prince Edward Island	PRINCE	1965-11-08	MACDONALD, David	P.C.	clergyman	9082	51.09	1	27
2210	Prince Edward Island	PRINCE	1965-11-08	MACNAUGHT, J. Watson	Lib	barrister	8312	46.75	0	27
0	Prince Edward Island	PRINCE	1965-11-08	DAWSON, Harvey	N.D.P.	fisherman	384	2.16	0	27
2211	Prince Edward Island	QUEEN'S	1965-11-08	MACLEAN, J. Angus	P.C.	farmer	12588	28.2	1	27
2580	Prince Edward Island	QUEEN'S	1965-11-08	MACQUARRIE, Heath	P.C.	political scientist	12305	27.57	1	27
2889	Prince Edward Island	QUEEN'S	1965-11-08	MACGUIGAN, Mark	Lib	law professor	9626	21.57	0	27
0	Prince Edward Island	QUEEN'S	1965-11-08	JONES, B.B.	Lib	farmer	9143	20.48	0	27
2578	Prince Edward Island	QUEEN'S	1965-11-08	MACLEAN, Alexander	N.D.P.	vehicle dispatcher	670	1.5	0	27
0	Prince Edward Island	QUEEN'S	1965-11-08	MACFARLANE, Douglas	N.D.P.	farmer	303	0.68	0	27
2890	Quebec	ARGENTEUIL--DEUX-MONTAGNES	1965-11-08	REGIMBAL, Roger-E.	P.C.	manufacturer	14035	47.43	1	27
2762	Quebec	ARGENTEUIL--DEUX-MONTAGNES	1965-11-08	DROUIN, Vincent	Lib	lawyer	11576	39.12	0	27
0	Quebec	ARGENTEUIL--DEUX-MONTAGNES	1965-11-08	ORR, Paul	N.D.P.	salesman	2174	7.35	0	27
0	Quebec	ARGENTEUIL--DEUX-MONTAGNES	1965-11-08	CHAMPAGNE, Ernest	Ral. Cred.	pensioner	1805	6.1	0	27
2656	Quebec	BEAUCE	1965-11-08	RACINE, Jean-Paul	Lib	lumber merchant	10530	41.26	1	27
0	Quebec	BEAUCE	1965-11-08	CLICHE, Robert	N.D.P.	lawyer	7514	29.44	0	27
2763	Quebec	BEAUCE	1965-11-08	PERRON, Gerard	Ral. Cred.	hotel owner	7138	27.97	0	27
0	Quebec	BEAUCE	1965-11-08	BARDOU, Pierre	P.C.	agent	338	1.32	0	27
2764	Quebec	BEAUHARNOIS--SALABERRY	1965-11-08	LANIEL, Gerald	Lib	insurance broker	16145	50.04	1	27
0	Quebec	BEAUHARNOIS--SALABERRY	1965-11-08	LE VEQUE, J.-Clement	P.C.	chiropractor	6242	19.35	0	27
0	Quebec	BEAUHARNOIS--SALABERRY	1965-11-08	BANVILLE, J.-Gerard	I Lib	secretary	4167	12.91	0	27
2891	Quebec	BEAUHARNOIS--SALABERRY	1965-11-08	WILLIAMS, John	N.D.P.	teacher	3544	10.98	0	27
0	Quebec	BEAUHARNOIS--SALABERRY	1965-11-08	ASSELIN, Paul-Emile	Ral. Cred.	shoemaker	1847	5.72	0	27
0	Quebec	BEAUHARNOIS--SALABERRY	1965-11-08	BOSSE, Denis	Rhino	technician	321	0.99	0	27
2832	Quebec	BELLECHASSE	1965-11-08	LAVERDIERE, Herman	Lib	teacher	4783	41.06	1	27
2765	Quebec	BELLECHASSE	1965-11-08	DUMONT, Bernard	Ral. Cred.	manufacturer's agent	4432	38.05	0	27
0	Quebec	BELLECHASSE	1965-11-08	LA ROCHELLE, Jacques	P.C.	commercial traveller	2264	19.44	0	27
0	Quebec	BELLECHASSE	1965-11-08	LALONDE, Mariette	N.D.P.	executive secretary	170	1.46	0	27
2892	Quebec	BERTHIER--MASKINONGE--DELANAUDIERE	1965-11-08	YANAKIS, Antonio	Lib	manufacturer	7868	43.97	1	27
0	Quebec	BERTHIER--MASKINONGE--DELANAUDIERE	1965-11-08	CHAMPAGNE, Normand	P.C.	optometrist	5512	30.81	0	27
0	Quebec	BERTHIER--MASKINONGE--DELANAUDIERE	1965-11-08	SAUCIER, Yvon	N.D.P.	manufacturer	2672	14.93	0	27
0	Quebec	BERTHIER--MASKINONGE--DELANAUDIERE	1965-11-08	BARIL, Edmond	Ral. Cred.	pensioner	1525	8.52	0	27
0	Quebec	BERTHIER--MASKINONGE--DELANAUDIERE	1965-11-08	LEBRUN, Lucien	I Lib	milkman	315	1.76	0	27
2766	Quebec	BONAVENTURE	1965-11-08	BECHARD, Albert	Lib	notary	8985	55.45	1	27
0	Quebec	BONAVENTURE	1965-11-08	LEVESQUE, Aurele	P.C.	salesman	6236	38.48	0	27
0	Quebec	BONAVENTURE	1965-11-08	AUDET, Gerard	Ral. Cred.	foreman	733	4.52	0	27
0	Quebec	BONAVENTURE	1965-11-08	BOULARD, Marc	N.D.P.	political organizer	251	1.55	0	27
2585	Quebec	BROME--MISSISQUOI	1965-11-08	GRAFFTEY, Heward	P.C.	lumber merchant	9662	49.99	1	27
0	Quebec	BROME--MISSISQUOI	1965-11-08	CARDIN, Jean-Louis	Lib	physician	7512	38.86	0	27
0	Quebec	BROME--MISSISQUOI	1965-11-08	LAPOINTE, Herve	Ral. Cred.	accountant	1116	5.77	0	27
0	Quebec	BROME--MISSISQUOI	1965-11-08	DAWSON, James Walker	N.D.P.	school principal	1039	5.38	0	27
2833	Quebec	CARTIER	1965-11-08	KLEIN, Milton L.	Lib	lawyer	5389	50.64	1	27
0	Quebec	CARTIER	1965-11-08	PYTEL, Andrew Henry	P.C.	lawyer	2209	20.76	0	27
0	Quebec	CARTIER	1965-11-08	KAMBITES, John	N.D.P.	merchant	1903	17.88	0	27
0	Quebec	CARTIER	1965-11-08	LEDOUX, Gerard	Ral. Cred.	painter	1141	10.72	0	27
2767	Quebec	CHAMBLY--ROUVILLE	1965-11-08	PILON, Bernard	Lib	insurance broker	14377	58.98	1	27
0	Quebec	CHAMBLY--ROUVILLE	1965-11-08	ST-AMOUR, Georges	N.D.P.	skilled worker	4266	17.5	0	27
0	Quebec	CHAMBLY--ROUVILLE	1965-11-08	PAGE, Dominique	P.C.	lawyer	3838	15.74	0	27
0	Quebec	CHAMBLY--ROUVILLE	1965-11-08	VERVILLE, Paul	Ral. Cred.	contractor	1896	7.78	0	27
2768	Quebec	CHAMPLAIN	1965-11-08	MATTE, Jean-Paul	Lib	trader	12334	47.88	1	27
0	Quebec	CHAMPLAIN	1965-11-08	RICARD, Antonio	P.C.	businessman	6106	23.7	0	27
0	Quebec	CHAMPLAIN	1965-11-08	SIMARD, Roger-J.	Ral. Cred.	merchant	5221	20.27	0	27
0	Quebec	CHAMPLAIN	1965-11-08	LEROUX, Irenee	N.D.P.	insurance agent	2098	8.14	0	27
2769	Quebec	CHAPLEAU	1965-11-08	LAPRISE, Gerard	Ral. Cred.	carpenter	15402	59.82	1	27
0	Quebec	CHAPLEAU	1965-11-08	LABRECHE, Gaston	Lib	lawyer	6816	26.47	0	27
0	Quebec	CHAPLEAU	1965-11-08	BIGUE, Claude	P.C.	lawyer	2320	9.01	0	27
0	Quebec	CHAPLEAU	1965-11-08	BOUCHARD, Arthur	N.D.P.	miner	872	3.39	0	27
0	Quebec	CHAPLEAU	1965-11-08	LAROCQUE, A.-Leo	Ind.	businessman	338	1.31	0	27
2660	Quebec	CHARLEVOIX	1965-11-08	ASSELIN, Martial	P.C.	lawyer	6844	34.86	1	27
0	Quebec	CHARLEVOIX	1965-11-08	RACINE, Aime	Lib	manufacturer	6676	34.01	0	27
0	Quebec	CHARLEVOIX	1965-11-08	FROMENT, J.-Adelard	Ral. Cred.	optometrist	5556	28.3	0	27
0	Quebec	CHARLEVOIX	1965-11-08	DUFRESNE, Paul-Henri	N.D.P.	tourist guide	556	2.83	0	27
2834	Quebec	CHATEAUGUAY--HUNTINGDON--LAPRAIRIE	1965-11-08	WATSON, Ian	Lib	lawyer	14222	62.32	1	27
0	Quebec	CHATEAUGUAY--HUNTINGDON--LAPRAIRIE	1965-11-08	CLARKE, Robert James	P.C.	public relations	4659	20.41	0	27
0	Quebec	CHATEAUGUAY--HUNTINGDON--LAPRAIRIE	1965-11-08	TREMBLAY, Jean-Guy	N.D.P.	tool maker	2369	10.38	0	27
0	Quebec	CHATEAUGUAY--HUNTINGDON--LAPRAIRIE	1965-11-08	GAGNON, Marcellin	Ral. Cred.	carpenter	1052	4.61	0	27
0	Quebec	CHATEAUGUAY--HUNTINGDON--LAPRAIRIE	1965-11-08	DE MONTIGNY, Roland	I PC	executive	520	2.28	0	27
2893	Quebec	CHICOUTIMI	1965-11-08	LANGLOIS, Paul	Lib	manufacturing agent	11092	37.44	1	27
0	Quebec	CHICOUTIMI	1965-11-08	TREMBLAY, Majella	Ral. Cred.	insurance agent	7894	26.65	0	27
2661	Quebec	CHICOUTIMI	1965-11-08	BRASSARD, Vincent	P.C.	manufacturer	5087	17.17	0	27
0	Quebec	CHICOUTIMI	1965-11-08	COTE, Maurice	Ind.	broker	4419	14.92	0	27
0	Quebec	CHICOUTIMI	1965-11-08	BEAUDOIN, Denis	N.D.P.	pipe fitter	1131	3.82	0	27
2772	Quebec	COMPTON--FRONTENAC	1965-11-08	LATULIPPE, Henry	Ral. Cred.	store owner	7240	48.18	1	27
0	Quebec	COMPTON--FRONTENAC	1965-11-08	DOUGHERTY, Cecil	Lib	business manager	4464	29.7	0	27
0	Quebec	COMPTON--FRONTENAC	1965-11-08	FOURNIER, Robert	P.C.	machinist	2128	14.16	0	27
0	Quebec	COMPTON--FRONTENAC	1965-11-08	LOWRY, Curtis	N.D.P.	physician	1196	7.96	0	27
2894	Quebec	DOLLARD	1965-11-08	GOYER, Jean-Pierre	Lib	lawyer	22496	54.89	1	27
0	Quebec	DOLLARD	1965-11-08	TRUDEL, Paul-Emile	N.D.P.	male nurse	9041	22.06	0	27
0	Quebec	DOLLARD	1965-11-08	LE BLANC, Jacques	P.C.	administrator	6996	17.07	0	27
0	Quebec	DOLLARD	1965-11-08	LEBEAULT, Venant	Ral. Cred.	pensioner	2452	5.98	0	27
2895	Quebec	DORCHESTER	1965-11-08	COTE, Gustave	Lib	manufacturer	4602	36.28	1	27
0	Quebec	DORCHESTER	1965-11-08	RIOUX, Albert	P.C.	agronomist	3802	29.97	0	27
2773	Quebec	DORCHESTER	1965-11-08	BOUTIN, Pierre-Andre	Ral. Cred.	teacher	3786	29.85	0	27
0	Quebec	DORCHESTER	1965-11-08	LESSARD, Henri	N.D.P.	salesman	494	3.89	0	27
2835	Quebec	DRUMMOND--ARTHABASKA	1965-11-08	PEPIN, Jean-Luc	Lib	professor	15179	39.08	1	27
2896	Quebec	DRUMMOND--ARTHABASKA	1965-11-08	FORTIN, Andre	Ral. Cred.	university student	8518	21.93	0	27
0	Quebec	DRUMMOND--ARTHABASKA	1965-11-08	JUTRAS, Pierre	P.C.	lawyer	7413	19.09	0	27
2592	Quebec	DRUMMOND--ARTHABASKA	1965-11-08	BOULANGER, Sam	Ind.	manufacturer	6068	15.62	0	27
0	Quebec	DRUMMOND--ARTHABASKA	1965-11-08	RIENDEAU, Charles-Emile	N.D.P.	weaver	1660	4.27	0	27
2663	Quebec	GASPE	1965-11-08	KEAYS, J.-Russell	P.C.	manufacturer	11045	48.77	1	27
2836	Quebec	GASPE	1965-11-08	CYR, Alexandre	Lib	secretary, accountant	10452	46.16	0	27
0	Quebec	GASPE	1965-11-08	ROY, Louis-Joseph	Ral. Cred.	manufacturer	1148	5.07	0	27
2897	Quebec	GATINEAU	1965-11-08	ISABELLE, Gaston	Lib	physician	13088	53.41	1	27
0	Quebec	GATINEAU	1965-11-08	BARRIERE, Jules	P.C.	lawyer	4952	20.21	0	27
0	Quebec	GATINEAU	1965-11-08	BEAUDOIN, Conrad	Ral. Cred.	inheritance analyst	4189	17.09	0	27
0	Quebec	GATINEAU	1965-11-08	MORIN, Beverley	N.D.P.	secretary	1543	6.3	0	27
0	Quebec	GATINEAU	1965-11-08	DANIS, Roger	I Lib	foreman	734	3.0	0	27
2898	Quebec	HOCHELAGA	1965-11-08	PELLETIER, Gerard	Lib	journalist	11929	47.76	1	27
0	Quebec	HOCHELAGA	1965-11-08	RICHER, Claude	N.D.P.	merchant	4902	19.62	0	27
0	Quebec	HOCHELAGA	1965-11-08	HEPPELL, Marius	P.C.	salesman	4662	18.66	0	27
0	Quebec	HOCHELAGA	1965-11-08	BOURRET, Fernand	Ral. Cred.	journalist	3486	13.96	0	27
2448	Quebec	HULL	1965-11-08	CARON, Alexis	Lib	insurance broker	17832	54.68	1	27
0	Quebec	HULL	1965-11-08	CLEMENT, Marcel	Ral. Cred.	motel owner	9798	30.05	0	27
0	Quebec	HULL	1965-11-08	DESJARDINS, Rene	N.D.P.	operator	2261	6.93	0	27
2837	Quebec	HULL	1965-11-08	GIROUARD, Gerard	P.C.	lawyer	1873	5.74	0	27
0	Quebec	HULL	1965-11-08	LAFLECHE, Gertrude	I Lib	statistician	692	2.12	0	27
0	Quebec	HULL	1965-11-08	LAWLIS, Robert	I Lib	manager	154	0.47	0	27
2775	Quebec	ILES-DE-LA-MADELEINE	1965-11-08	SAUVE, Maurice	Lib	economist	2860	53.1	1	27
0	Quebec	ILES-DE-LA-MADELEINE	1965-11-08	ARSENAULT, Marc	P.C.	surgeon	2468	45.82	0	27
0	Quebec	ILES-DE-LA-MADELEINE	1965-11-08	LEVESQUE, Jacques-O.	Ral. Cred.	manufacturer	38	0.71	0	27
0	Quebec	ILES-DE-LA-MADELEINE	1965-11-08	GIGUERE, Maurice	N.D.P.	draftsman	20	0.37	0	27
2776	Quebec	JACQUES-CARTIER--LASALLE	1965-11-08	ROCK, Raymond	Lib	businessman	44251	56.56	1	27
0	Quebec	JACQUES-CARTIER--LASALLE	1965-11-08	WAYMAN, Frank G.	P.C.	chemist	17184	21.96	0	27
0	Quebec	JACQUES-CARTIER--LASALLE	1965-11-08	DAVIAU, Maurice-J.-L.	N.D.P.	salesman	13853	17.7	0	27
0	Quebec	JACQUES-CARTIER--LASALLE	1965-11-08	PARISIEN, Aurele	Ral. Cred.	machinist	2956	3.78	0	27
2777	Quebec	JOLIETTE--L'ASSOMPTION--MONTCALM	1965-11-08	COMTOIS, Joseph-Roland	Lib	engineer	15221	39.87	1	27
0	Quebec	JOLIETTE--L'ASSOMPTION--MONTCALM	1965-11-08	LASALLE, Roch	P.C.	manager	15043	39.4	0	27
0	Quebec	JOLIETTE--L'ASSOMPTION--MONTCALM	1965-11-08	LACAS, Noel	N.D.P.	representative	4951	12.97	0	27
0	Quebec	JOLIETTE--L'ASSOMPTION--MONTCALM	1965-11-08	BOISCLAIR, Jean	Ral. Cred.	operator	2961	7.76	0	27
2778	Quebec	KAMOURASKA	1965-11-08	DIONNE, Chs.-Eugene	Ral. Cred.	labour representative	6127	50.78	1	27
0	Quebec	KAMOURASKA	1965-11-08	DESSUREAUX, Lionel	Lib	agronomist	5639	46.73	0	27
0	Quebec	KAMOURASKA	1965-11-08	MICHAUD, Paul-Aime	P.C.	hotel owner	300	2.49	0	27
2779	Quebec	LABELLE	1965-11-08	CLERMONT, Gaston	Lib	executive	6554	42.03	1	27
2838	Quebec	LABELLE	1965-11-08	CAOUETTE, Gilles	Ral. Cred.	technician	3697	23.71	0	27
0	Quebec	LABELLE	1965-11-08	VERMETTE, Gerard	P.C.	manager	3354	21.51	0	27
0	Quebec	LABELLE	1965-11-08	DECOSSE, Noel	N.D.P.	representative	1989	12.75	0	27
2899	Quebec	LAC-SAINT-JEAN	1965-11-08	SIMARD, Alcide	Ral. Cred.	insurance agent	5642	31.83	1	27
0	Quebec	LAC-SAINT-JEAN	1965-11-08	HARVEY, Real	Lib	lawyer	5337	30.11	0	27
2780	Quebec	LAC-SAINT-JEAN	1965-11-08	LESSARD, Marcel	Ind.	foreman	4736	26.72	0	27
0	Quebec	LAC-SAINT-JEAN	1965-11-08	COTE, Fernand	N.D.P.	lawyer	1477	8.33	0	27
0	Quebec	LAC-SAINT-JEAN	1965-11-08	GUILMETTE, Vianney	P.C.	real estate broker	532	3.0	0	27
2781	Quebec	LAFONTAINE	1965-11-08	LACHANCE, Georges-C.	Lib	lawyer	9101	48.19	1	27
0	Quebec	LAFONTAINE	1965-11-08	BOISVERT, Reginald	N.D.P.	television writer	3804	20.14	0	27
0	Quebec	LAFONTAINE	1965-11-08	LESSARD, Gertrude	P.C.	teacher	3742	19.81	0	27
0	Quebec	LAFONTAINE	1965-11-08	SMITH, Roger	Ral. Cred.	electrician	1896	10.04	0	27
0	Quebec	LAFONTAINE	1965-11-08	JACQUES, Lucien	Comm.	journalist	342	1.81	0	27
2782	Quebec	LAPOINTE	1965-11-08	GREGOIRE, Gilles	Ral. Cred.	advertising executive	13210	49.61	1	27
0	Quebec	LAPOINTE	1965-11-08	LABRIE, Paul	Lib	clerk	9733	36.55	0	27
0	Quebec	LAPOINTE	1965-11-08	REID, Louis	P.C.	merchant	2658	9.98	0	27
0	Quebec	LAPOINTE	1965-11-08	TRINQUE, Ls-Philippe	N.D.P.	vat man	1028	3.86	0	27
2900	Quebec	LAURIER	1965-11-08	LEBLANC, Fernand-E.	Lib	accountant	7032	54.46	1	27
0	Quebec	LAURIER	1965-11-08	LOCAS, Gerard	P.C.	barber	2251	17.43	0	27
0	Quebec	LAURIER	1965-11-08	DANIS, Jean-Jacques	N.D.P.	administrator	1925	14.91	0	27
0	Quebec	LAURIER	1965-11-08	LEVESQUE, J.-Alfred	Ral. Cred.	secretary	1704	13.2	0	27
2783	Quebec	LAVAL	1965-11-08	ROCHON, Jean-L.	Lib	optometrist	44533	50.65	1	27
0	Quebec	LAVAL	1965-11-08	LECOURS, Louis-Philippe	N.D.P.	productivity expert	21484	24.44	0	27
0	Quebec	LAVAL	1965-11-08	HEBERT, Rudy	P.C.	merchant	13553	15.42	0	27
0	Quebec	LAVAL	1965-11-08	BROUILLARD, Jean-Charles	Ral. Cred.	real estate broker	8349	9.5	0	27
2839	Quebec	LEVIS	1965-11-08	GUAY, Raynald	Lib	lawyer	10895	45.27	1	27
2784	Quebec	LEVIS	1965-11-08	ROY, J.-A.	Ral. Cred.	contractor, merchant	9839	40.89	0	27
0	Quebec	LEVIS	1965-11-08	DORE, Raymond	P.C.	superintendent	2175	9.04	0	27
0	Quebec	LEVIS	1965-11-08	RAMSAY, Jean-Guy	N.D.P.	insurance agent	1156	4.8	0	27
2840	Quebec	LONGUEUIL	1965-11-08	COTE, Jean-Pierre	Lib	dental technician	21578	56.0	1	27
0	Quebec	LONGUEUIL	1965-11-08	MORIN, Jeanne d'Arc	N.D.P.	teacher	6214	16.13	0	27
0	Quebec	LONGUEUIL	1965-11-08	CHENIER, Joseph-A.	Ral. Cred.	grain broker	5456	14.16	0	27
0	Quebec	LONGUEUIL	1965-11-08	CLAVETTE, Rosaire	P.C.	chauffeur	5286	13.72	0	27
2785	Quebec	LOTBINIERE	1965-11-08	CHOQUETTE, Auguste	Lib	lawyer	6238	41.92	1	27
2598	Quebec	LOTBINIERE	1965-11-08	O'HURLEY, Raymond	P.C.	scaler	5160	34.68	0	27
2346	Quebec	LOTBINIERE	1965-11-08	LAMBERT, Adrien	Ral. Cred.	farmer	3481	23.4	0	27
2901	Quebec	MAISONNEUVE--ROSEMONT	1965-11-08	THOMAS, J.-Antonio	Lib	superintendent	17663	45.66	1	27
0	Quebec	MAISONNEUVE--ROSEMONT	1965-11-08	MORIN, Roland	N.D.P.	publicist	9753	25.21	0	27
0	Quebec	MAISONNEUVE--ROSEMONT	1965-11-08	JODOIN, Jean	P.C.	manufacturer	8027	20.75	0	27
0	Quebec	MAISONNEUVE--ROSEMONT	1965-11-08	LAVIGNE, Richard	Ral. Cred.	managing director	3244	8.39	0	27
2841	Quebec	MATAPEDIA--MATANE	1965-11-08	TREMBLAY, Rene	Lib	Postmaster General	10435	51.77	1	27
2446	Quebec	MATAPEDIA--MATANE	1965-11-08	ENGLISH, Roland-L.	P.C.	organizer	5568	27.63	0	27
0	Quebec	MATAPEDIA--MATANE	1965-11-08	PELLETIER, J.-Gerard	Ral. Cred.	jeweller and watchmaker	3383	16.78	0	27
0	Quebec	MATAPEDIA--MATANE	1965-11-08	DUSSAULT, H.-Aubin	N.D.P.	lawyer	769	3.82	0	27
2788	Quebec	MEGANTIC	1965-11-08	LANGLOIS, Raymond	Ral. Cred.	teacher	11195	44.86	1	27
0	Quebec	MEGANTIC	1965-11-08	THEBERGE, Gaetan	Lib	accountant	9486	38.01	0	27
0	Quebec	MEGANTIC	1965-11-08	GAGNE, Fernand	P.C.	comptroller	2634	10.55	0	27
0	Quebec	MEGANTIC	1965-11-08	LAFLEUR, Claude	N.D.P.	teacher	1641	6.58	0	27
2789	Quebec	MERCIER	1965-11-08	BOULANGER, Prosper	Lib	merchant	39205	46.63	1	27
2666	Quebec	MERCIER	1965-11-08	GILLET, Andre	P.C.	administrator	16598	19.74	0	27
0	Quebec	MERCIER	1965-11-08	PAQUETTE, Florent	N.D.P.	insurance clerk	15206	18.08	0	27
0	Quebec	MERCIER	1965-11-08	LAJEUNESSE, Maurice	Ral. Cred.	builder	11365	13.52	0	27
0	Quebec	MERCIER	1965-11-08	MORIN, Rene	I Lib	chauffeur	1708	2.03	0	27
2842	Quebec	MONTMAGNY--L'ISLET	1965-11-08	BERGER, Jean	Lib	announcer	6389	44.29	1	27
0	Quebec	MONTMAGNY--L'ISLET	1965-11-08	LAFRENIERE, Robert-B.	P.C.	lawyer	4450	30.85	0	27
0	Quebec	MONTMAGNY--L'ISLET	1965-11-08	COTE, Jean-Baptiste	Ral. Cred.	landscaper	3246	22.5	0	27
0	Quebec	MONTMAGNY--L'ISLET	1965-11-08	CHIASSON, Jean-Charles	N.D.P.	printer	341	2.36	0	27
2902	Quebec	MOUNT ROYAL	1965-11-08	TRUDEAU, Pierre-Elliott	Lib	teacher	28064	55.65	1	27
0	Quebec	MOUNT ROYAL	1965-11-08	TAYLOR, Charles	N.D.P.	teacher	14929	29.6	0	27
0	Quebec	MOUNT ROYAL	1965-11-08	WISE, Peter S.	P.C.	accountant	6840	13.56	0	27
0	Quebec	MOUNT ROYAL	1965-11-08	SMITH, Michel	Ral. Cred.	electrician	598	1.19	0	27
2791	Quebec	NICOLET--YAMASKA	1965-11-08	VINCENT, Clement	P.C.	farmer	11734	63.76	1	27
0	Quebec	NICOLET--YAMASKA	1965-11-08	ARSENAULT, Jean	Lib	social worker	6090	33.09	0	27
0	Quebec	NICOLET--YAMASKA	1965-11-08	MARSAN, Romeo	Ral. Cred.	restaurant owner	368	2.0	0	27
0	Quebec	NICOLET--YAMASKA	1965-11-08	GUILLEMETTE, Rodolphe	N.D.P.	salesman	210	1.14	0	27
2903	Quebec	NOTRE-DAME-DE-GRACE	1965-11-08	ALLMAND, Warren	Lib	lawyer	17796	41.13	1	27
0	Quebec	NOTRE-DAME-DE-GRACE	1965-11-08	GIFFORD, C.G.	N.D.P.	teacher	14071	32.52	0	27
2469	Quebec	NOTRE-DAME-DE-GRACE	1965-11-08	CHAMBERS, Egan	P.C.	insurance broker	10935	25.27	0	27
0	Quebec	NOTRE-DAME-DE-GRACE	1965-11-08	BEAUDOIN, Adalbert	Ral. Cred.	accountant	257	0.59	0	27
0	Quebec	NOTRE-DAME-DE-GRACE	1965-11-08	SAWCZYSZYN, Chester	Ind.	engineer	206	0.48	0	27
2668	Quebec	OUTREMONT--ST-JEAN	1965-11-08	LAMONTAGNE, Maurice	Lib	economist	11855	59.41	1	27
0	Quebec	OUTREMONT--ST-JEAN	1965-11-08	FERRON, Monique	N.D.P.	housewife	3730	18.69	0	27
0	Quebec	OUTREMONT--ST-JEAN	1965-11-08	GUILBEAULT, Albert	P.C.	physician	3241	16.24	0	27
0	Quebec	OUTREMONT--ST-JEAN	1965-11-08	POITRAS, Andre	Ral. Cred.	technician	662	3.32	0	27
0	Quebec	OUTREMONT--ST-JEAN	1965-11-08	GRENIER, Henri-Georges	DVP	broker	465	2.33	0	27
2843	Quebec	PAPINEAU	1965-11-08	FAVREAU, Guy	Lib	lawyer	13920	53.1	1	27
0	Quebec	PAPINEAU	1965-11-08	DANCHYSHYN, Basil	P.C.	lawyer	4474	17.07	0	27
0	Quebec	PAPINEAU	1965-11-08	MORETTI, Arturo	N.D.P.	lighting director	3529	13.46	0	27
0	Quebec	PAPINEAU	1965-11-08	PAIEMENT, Albert	Ral. Cred.	contractor	2367	9.03	0	27
0	Quebec	PAPINEAU	1965-11-08	MORIN, Leo-C.	I Lib	salesman	1090	4.16	0	27
0	Quebec	PAPINEAU	1965-11-08	CAMERON, Albert	Ind.	accountant	540	2.06	0	27
0	Quebec	PAPINEAU	1965-11-08	RIVARD, Lucien	RP	journalist	297	1.13	0	27
2904	Quebec	PONTIAC--TEMISCAMINGUE	1965-11-08	LEFEBVRE, Tom	Lib	garage owner	6593	39.19	1	27
2601	Quebec	PONTIAC--TEMISCAMINGUE	1965-11-08	MARTINEAU, Paul	P.C.	lawyer	6322	37.58	0	27
0	Quebec	PONTIAC--TEMISCAMINGUE	1965-11-08	SAMSON, Camil	Ral. Cred.	manager	3279	19.49	0	27
0	Quebec	PONTIAC--TEMISCAMINGUE	1965-11-08	MORRIS, Kenneth	N.D.P.	machinery operator	434	2.58	0	27
0	Quebec	PONTIAC--TEMISCAMINGUE	1965-11-08	O'REILLY, Terrence	I SC	contractor	194	1.15	0	27
2905	Quebec	PORTNEUF	1965-11-08	GODIN, Roland	Ral. Cred.	manager	6539	33.62	1	27
0	Quebec	PORTNEUF	1965-11-08	NEILSON, Albert	Lib	sculptor	5390	27.71	0	27
0	Quebec	PORTNEUF	1965-11-08	FRENETTE, Jean-Louis	Ind.	draftsman	3725	19.15	0	27
0	Quebec	PORTNEUF	1965-11-08	OUELLET, Gilbert	P.C.	accountant	3400	17.48	0	27
0	Quebec	PORTNEUF	1965-11-08	BERTRAND, Louis-Philippe	I PC	electronics technician	213	1.1	0	27
0	Quebec	PORTNEUF	1965-11-08	LEPAGE, Fernand	N.D.P.	union representative	184	0.95	0	27
2906	Quebec	QUEBEC EAST	1965-11-08	DUQUET, Gerard	Lib	manager	18900	46.14	1	27
2794	Quebec	QUEBEC EAST	1965-11-08	BEAULE, Robert	Ral. Cred.	electrician	13642	33.31	0	27
2444	Quebec	QUEBEC EAST	1965-11-08	PERRON, Robert	P.C.	lawyer	5546	13.54	0	27
0	Quebec	QUEBEC EAST	1965-11-08	BRUNEAU, Raymond	N.D.P.	representative	2870	7.01	0	27
2795	Quebec	QUEBEC SOUTH	1965-11-08	CANTIN, Jean-Charles	Lib	lawyer	16141	61.35	1	27
0	Quebec	QUEBEC SOUTH	1965-11-08	DORION, Guy	P.C.	lawyer	5373	20.42	0	27
0	Quebec	QUEBEC SOUTH	1965-11-08	FAGUY, Yves	N.D.P.	union representative	2506	9.52	0	27
0	Quebec	QUEBEC SOUTH	1965-11-08	RICARD, Gerard	Ral. Cred.	real estate agent	2290	8.7	0	27
2907	Quebec	QUEBEC WEST	1965-11-08	MARCHAND, Jean	Lib	trade unionist	10669	41.9	1	27
2796	Quebec	QUEBEC WEST	1965-11-08	PLOURDE, Lucien	Ral. Cred.	grocer	9820	38.57	0	27
2844	Quebec	QUEBEC WEST	1965-11-08	LAVOIE, Jacques	P.C.	city employee	3454	13.56	0	27
0	Quebec	QUEBEC WEST	1965-11-08	BERUBE, Jean-Paul	N.D.P.	antique dealer	1222	4.8	0	27
0	Quebec	QUEBEC WEST	1965-11-08	PATRY, Adelard	O Ind	taxi driver	298	1.17	0	27
2582	Quebec	QUEBEC--MONTMORENCY	1965-11-08	LAFLAMME, Ovide	Lib	lawyer	30084	45.97	1	27
0	Quebec	QUEBEC--MONTMORENCY	1965-11-08	BORGIA, Henri	Ral. Cred.	machinist	14720	22.49	0	27
0	Quebec	QUEBEC--MONTMORENCY	1965-11-08	GOBEIL, Rene	N.D.P.	forestry engineer	7709	11.78	0	27
