Riding	Date	Candidate	Party	Votes	Elected
Karori	11/25/1972	Dreadon BL	V	1650	0
Karori	11/25/1972	England RW	SC	676	0
Karori	11/25/1972	Ayo GJ	ND	38	0
Karori	11/29/1975	Templeton HC	NAT	11235	1
Karori	11/29/1975	Shields Mrs MK	LAB	6405	0
Karori	11/29/1975	Emsley WS	V	1379	0
Karori	11/29/1975	Elliott EB	SC	829	0
Karori	11/29/1975	Shaw FL	PL	15	0
Karori	11/29/1975	Gellen Ms ME	IN	14	0
King Country	11/25/1972	Bolger JB	NAT	7107	1
King Country	11/25/1972	Sakey BC	LAB	5867	0
King Country	11/25/1972	Mason DH	SC	1351	0
King Country	11/25/1972	Telfer SJ	LR	191	0
King Country	11/25/1972	Soundy RA	IPA	185	0
King Country	11/25/1972	Norman JW	ND	111	0
King Country	11/29/1975	Bolger JB	NAT	9180	1
King Country	11/29/1975	Varnam TD	LAB	4864	0
King Country	11/29/1975	Mason DH	SC	1759	0
King Country	11/29/1975	Osborn RL	V	546	0
King Country	11/25/1978	Bolger JB	NAT	6804	1
King Country	11/25/1978	Menefy LL	LAB	4034	0
King Country	11/25/1978	Mason DH	SC	3997	0
King Country	11/25/1978	Azariah R	V	409	0
King Country	11/28/1981	Bolger JB	NAT	7937	1
King Country	11/28/1981	Mason DH	SC	5779	0
King Country	11/28/1981	Tahere P	LAB	2460	0
King Country	7/14/1984	Bolger JB	NAT	10040	1
King Country	7/14/1984	Simons JE	LAB	4423	0
King Country	7/14/1984	Mason DH	SC	2027	0
King Country	7/14/1984	Short GE	NZP	1580	0
King Country	7/14/1984	Winter PL	V	139	0
King Country	8/15/1987	Bolger JB	NAT	10942	1
King Country	8/15/1987	Menefy LL	LAB	4988	0
King Country	8/15/1987	Morris WCR	DEM	1115	0
Lyttelton	11/27/1946	McCombs TH	LAB	7862	1
Lyttelton	11/27/1946	Taylor EBE	NAT	6319	0
Lyttelton	11/30/1949	McCombs TH	LAB	7758	1
Lyttelton	11/30/1949	Beauchamp RR	NAT	6780	0
Lyttelton	9/1/1951	Lake HR	NAT	7480	1
Lyttelton	9/1/1951	McCombs TH	LAB	7347	0
Lyttelton	11/13/1954	Lake HR	NAT	6175	1
Lyttelton	11/13/1954	McGuigan TM	LAB	6151	0
Lyttelton	11/13/1954	Owen WB	SC	2675	0
Lyttelton	11/30/1957	Kirk NE	LAB	8064	1
Lyttelton	11/30/1957	Lake HR	NAT	7497	0
Lyttelton	11/30/1957	Owen WB	SC	1014	0
Lyttelton	11/26/1960	Kirk NE	LAB	7910	1
Lyttelton	11/26/1960	Hay JB	NAT	7650	0
Lyttelton	11/26/1960	Munnings C	SC	1040	0
Lyttelton	11/30/1963	Kirk NE	LAB	9539	1
Lyttelton	11/30/1963	Flint TD	NAT	6862	0
Lyttelton	11/30/1963	Munnings C	SC	1249	0
Lyttelton	11/26/1966	Kirk NE	LAB	9045	1
Lyttelton	11/26/1966	De Latour GPA	NAT	6924	0
Lyttelton	11/26/1966	Munnings C	SC	1424	0
Lyttelton	11/29/1969	McGuigan TM	LAB	8800	1
Lyttelton	11/29/1969	De Latour GPA	NAT	8508	0
Lyttelton	11/29/1969	Huggins TM	SC	1042	0
Lyttelton	11/25/1972	McGuigan TM	LAB	11078	1
Lyttelton	11/25/1972	Blumsky JPC	NAT	7843	0
Lyttelton	11/25/1972	Pounsford JE	SC	472	0
Lyttelton	11/25/1972	Jamieson WJ	LR	52	0
Lyttelton	11/25/1972	Scarth RR	ND	31	0
Lyttelton	11/29/1975	Dewe Miss CE	NAT	10107	1
Lyttelton	11/29/1975	McGuigan TM	LAB	9108	0
Lyttelton	11/29/1975	Heal PJ	V	1300	0
Lyttelton	11/29/1975	Crockett EG	SC	592	0
Lyttelton	11/25/1978	Hercus Mrs MA	LAB	10493	1
Lyttelton	11/25/1978	Dewe Miss CE	NAT	9070	0
Lyttelton	11/25/1978	Moore Mrs LL	SC	1294	0
Lyttelton	11/25/1978	Chambers Miss H	V	577	0
Lyttelton	11/25/1978	Pierson JV	I	153	0
Lyttelton	11/25/1978	Sadler Miss SA	T	17	0
Lyttelton	11/28/1981	Hercus Mrs MA	LAB	11685	1
Lyttelton	11/28/1981	Stamers-Smith SHN	NAT	7793	0
Lyttelton	11/28/1981	Bruce MJ	SC	2163	0
Lyttelton	7/14/1984	Hercus Mrs MA	LAB	11994	1
Lyttelton	7/14/1984	Graham DG	NAT	7031	0
Lyttelton	7/14/1984	Burrows RD	NZP	3291	0
Lyttelton	7/14/1984	Bruce MJ	SC	962	0
Lyttelton	8/15/1987	Simpson PA	LAB	12362	1
Lyttelton	8/15/1987	Hall PS	NAT	8629	0
Lyttelton	8/15/1987	Bruce MJ	DEM	813	0
Lyttelton	8/15/1987	Roberts AJ	NZP	187	0
Lyttelton	8/15/1987	Swafford PA	IBC	96	0
Manawatu	11/27/1946	Oram MH	NAT	7562	1
Manawatu	11/27/1946	Holloway PN	LAB	5095	0
Manawatu	11/30/1949	Oram MH	NAT	8174	1
Manawatu	11/30/1949	Rodgers BA	LAB	4791	0
Manawatu	9/1/1951	Oram MH	NAT	8292	1
Manawatu	9/1/1951	Rodgers BA	LAB	4827	0
Manawatu	11/13/1954	Oram Sir Matthew	NAT	7041	1
Manawatu	11/13/1954	Kelliher P	LAB	4813	0
Manawatu	11/13/1954	Hill-Motion R	SC	1249	0
Manawatu	11/30/1957	Tennent WB	NAT	7256	1
Manawatu	11/30/1957	Kelliher P	LAB	5681	0
Manawatu	11/30/1957	O'Brien JB	SC	1248	0
Manawatu	11/30/1957	Pedley RJ	LIB	124	0
Manawatu	11/26/1960	Tennent WB	NAT	7716	1
Manawatu	11/26/1960	Fischer LT	LAB	4596	0
Manawatu	11/26/1960	O'Brien JB	SC	2068	0
Manawatu	11/30/1963	Tennent WB	NAT	7404	1
Manawatu	11/30/1963	Fischer LT	LAB	4891	0
Manawatu	11/30/1963	O'Brien JB	SC	1914	0
Manawatu	11/26/1966	Gandar LW	NAT	7079	1
Manawatu	11/26/1966	Hemmingsen EJ	LAB	4781	0
Manawatu	11/26/1966	O'Brien JB	SC	2930	0
Manawatu	11/29/1969	Gandar LW	NAT	7377	1
Manawatu	11/29/1969	Hemmingsen EJ	LAB	6054	0
Manawatu	11/29/1969	O'Brien JB	SC	2055	0
Manawatu	11/25/1972	McCready A	NAT	8014	1
Manawatu	11/25/1972	Hancock MW	LAB	7587	0
Manawatu	11/25/1972	Hamid Mrs P	SC	999	0
Manawatu	11/25/1972	Thomson IE	ND	160	0
Manawatu	11/25/1972	Pedley RJ	LR	68	0
Manawatu	11/29/1975	McCready A	NAT	10119	1
Manawatu	11/29/1975	Eyles AC	LAB	7201	0
Manawatu	11/29/1975	Hamid Mrs P	SC	1492	0
Manawatu	11/29/1975	Wier NK	V	784	0
Manawatu	11/25/1978	Cox MEC	NAT	8053	1
Manawatu	11/25/1978	De Cleene TA	LAB	6750	0
Manawatu	11/25/1978	Hunter LW	SC	3064	0
Manawatu	11/25/1978	Bieleski Mrs JJ	V	393	0
Manawatu	11/28/1981	Cox MEC	NAT	8783	1
Manawatu	11/28/1981	Kessell DG	LAB	5870	0
Manawatu	11/28/1981	Doughty RA	SC	4272	0
Manawatu	11/28/1981	Teulon EA	V	154	0
Manawatu	7/14/1984	Cox MEC	NAT	8995	1
Manawatu	7/14/1984	Alton DC	LAB	8575	0
Manawatu	7/14/1984	Sowry DA	NZP	2135	0
Manawatu	7/14/1984	Pedley RJ	SC	873	0
Manawatu	7/14/1984	Leamy Miss JM	HBUF	126	0
Manawatu	8/15/1987	Robinson DJ	LAB	9508	1
Manawatu	8/15/1987	Cox MEC	NAT	9377	0
Manawatu	8/15/1987	Pedley RJ	DEM	526	0
Manawatu	8/15/1987	Goodwin Ms HS	SM	141	0
Manawatu	8/15/1987	Sherrard Ms FJ	MS	111	0
Mangere	11/29/1969	Moyle CJ	LAB	9321	1
Mangere	11/29/1969	Slath NC	NAT	4733	0
Mangere	11/29/1969	James ER	SC	905	0
Mangere	11/25/1972	Moyle CJ	LAB	8788	1
Mangere	11/25/1972	Lawson SA	NAT	4849	0
Mangere	11/25/1972	Logan GF	SC	982	0
Mangere	11/25/1972	Quinn PJ	ND	96	0
Mangere	11/29/1975	Moyle CJ	LAB	8332	1
Mangere	11/29/1975	Lawson SA	NAT	6728	0
Mangere	11/29/1975	Owens WJ	SC	1057	0
Mangere	11/29/1975	Grayson FW	V	983	0
Mangere	11/29/1975	Ayo Mrs EM	SU	14	0
Mangere	11/29/1975	Gribble TA	S	14	0
Mangere	3/26/1977	Lange DR	LAB	9766	1
Mangere	3/26/1977	Simlich GR	NAT	5107	0
Mangere	3/26/1977	Owens WJ	SC	1026	0
Mangere	3/26/1977	Grayson FW	V	789	0
Mangere	3/26/1977	Moss BC	WL	28	0
Mangere	3/26/1977	Magoffin PB	A	18	0
Mangere	3/26/1977	Shaw BJ	ILT	17	0
Mangere	3/26/1977	Mulrennan Mrs BM	SA	7	0
Mangere	11/25/1978	Lange DR	LAB	9104	1
Mangere	11/25/1978	Saunders PL	NAT	2841	0
Mangere	11/25/1978	Meiklejohn HJ	SC	1655	0
Mangere	11/25/1978	Strachan Mrs VA	V	144	0
Mangere	11/28/1981	Lange DR	LAB	8739	1
Mangere	11/28/1981	Pettit JF	SC	2933	0
Mangere	11/28/1981	Perry DA	NAT	2366	0
Mangere	7/14/1984	Lange DR	LAB	10676	1
Mangere	7/14/1984	Saunders PL	NAT	2301	0
Mangere	7/14/1984	Meyer JA	NZP	1096	0
Mangere	7/14/1984	Brooks TJ	SC	584	0
Mangere	8/15/1987	Lange DR	LAB	8804	1
Mangere	8/15/1987	Jeffery RC	NAT	2785	0
Mangere	8/15/1987	Harris KA	DEM	724	0
Mangere	8/15/1987	Pene KK	MM	156	0
Manukau	11/13/1954	Gotz FLAA	NAT	8918	1
Manukau	11/13/1954	Stamp CD	LAB	5846	0
Manukau	11/13/1954	Henderson DL	SC	1057	0
Manukau	11/30/1957	Gotz FLAA	NAT	7480	1
Manukau	11/30/1957	Stamp CD	LAB	7321	0
Manukau	11/30/1957	Higham TWG	SC	820	0
Manukau	11/26/1960	Gotz FLAA	NAT	9723	1
Manukau	11/26/1960	Stamp CD	LAB	9478	0
Manukau	11/26/1960	Higham TWG	SC	778	0
Manukau	11/30/1963	Moyle CJ	LAB	7768	1
Manukau	11/30/1963	Pryor HC	NAT	7009	0
Manukau	11/30/1963	Jordon FC	SC	629	0
Manukau	11/30/1963	Gough RB	C	173	0
Manukau	11/26/1966	Moyle CJ	LAB	8796	1
Manukau	11/26/1966	Peers ML	NAT	6068	0
Manukau	11/26/1966	Jordon FC	SC	1609	0
Manukau	11/26/1966	Mill SM	I	207	0
Manukau	11/26/1966	Smith Mrs LR	C	86	0
Manukau	11/29/1969	Douglas RO	LAB	8404	1
Manukau	11/29/1969	Walden RA	NAT	7529	0
Manukau	11/29/1969	Jordan FC	SC	921	0
Manukau	11/29/1969	Moss BC	IL	140	0
Manukau	11/25/1972	Douglas RO	LAB	7830	1
Manukau	11/25/1972	Price RO	NAT	4986	0
Manukau	11/25/1972	Jordan FC	SC	774	0
Manukau	11/25/1972	Inglis CE	ND	100	0
Manukau	11/29/1975	Douglas RO	LAB	7495	1
Manukau	11/29/1975	Learning BR	NAT	6817	0
Manukau	11/29/1975	McKee RJ	SC	760	0
Manukau	11/29/1975	Jackson CBM	V	626	0
Manukau	11/29/1975	Marston AL	SU	18	0
Manukau	11/29/1975	Te Rite Pahi RRR	LIB	10	0
Manurewa	11/30/1963	Amos PA	LAB	8988	1
Manurewa	11/30/1963	Gotz Sir Leon	NAT	7464	0
Manurewa	11/30/1963	Higham TWG	SC	956	0
Manurewa	11/30/1963	McLeod HJ	C	109	0
Manurewa	11/26/1966	Amos PA	LAB	9725	1
Manurewa	11/26/1966	Kimpton BF	NAT	7336	0
Manurewa	11/26/1966	Higham TWG	SC	2346	0
Manurewa	11/26/1966	Hieatt SH	C	147	0
Manurewa	11/29/1969	Amos PA	LAB	8668	1
Manurewa	11/29/1969	Baker PN	NAT	7297	0
Manurewa	11/29/1969	Higham TWG	SC	1287	0
Manurewa	11/29/1969	Ruthe CB	SUL	140	0
Manurewa	11/25/1972	Amos PA	LAB	8221	0
Manurewa	11/25/1972	Baker PN	NAT	5824	0
Manurewa	11/25/1972	Laurenson LJ	SC	872	0
Manurewa	11/25/1972	Hooks KD	V	287	0
Manurewa	11/25/1972	Higham TWG	ND	180	0
Manurewa	11/25/1972	Wellington ML	NAT	9558	1
Manurewa	11/29/1975	Amos PA	LAB	8200	1
Manurewa	11/29/1975	McKay PH	SC	1296	0
Manurewa	11/29/1975	Hardwick M	V	925	0
Manurewa	11/29/1975	Filmer AM	A	21	0
Manurewa	11/29/1975	McCullagh PF	I	11	0
Manurewa	11/29/1975	Hughes AL	DL	8	0
Manurewa	11/25/1978	Douglas RO	LAB	8449	1
Manurewa	11/25/1978	O'Brien PF	NAT	5982	0
Manurewa	11/25/1978	Norman PE	SC	3079	0
Manurewa	11/25/1978	MacMillan RA	V	224	0
Manurewa	11/25/1978	Bibb GH	WL	80	0
Manurewa	11/28/1981	Douglas RO	LAB	9126	1
Manurewa	11/28/1981	Ralph KT	NAT	6311	0
Manurewa	11/28/1981	Norman PE	SC	4371	0
Manurewa	11/28/1981	MacMillan RA	V	165	0
Manurewa	7/14/1984	Douglas RO	LAB	10157	1
Manurewa	7/14/1984	Leenstra S	NAT	5224	0
Manurewa	7/14/1984	Jack MD	NZP	2143	0
Manurewa	7/14/1984	Kilford JE	SC	909	0
Manurewa	7/14/1984	Watson SJ	I	120	0
Manurewa	7/14/1984	MacMillan RA	V	72	0
Manurewa	7/14/1984	Okesene RH	I	27	0
Manurewa	8/15/1987	Douglas RO	LAB	9255	1
Manurewa	8/15/1987	Cunningham G	NAT	6203	0
Manurewa	8/15/1987	Kilford JE	DEM	606	0
Manurewa	8/15/1987	Watson Ms SJ	I	189	0
Manurewa	8/15/1987	Bercich Ms WA	NZP	129	0
Maramarua	8/15/1987	Birch WF	NAT	11077	1
Maramarua	8/15/1987	Dent BR	LAB	5348	0
Maramarua	8/15/1987	Gilberd RC	DEM	1305	0
Marlborough	11/27/1946	Shand TP	NAT	6935	1
Marlborough	11/27/1946	Meachen EP	LAB	6756	0
Marlborough	11/30/1949	Shand TP	NAT	7861	1
Marlborough	11/30/1949	Wilson JH	LAB	5999	0
Marlborough	9/1/1951	Shand TP	NAT	8175	1
Marlborough	9/1/1951	Meachen EP	LAB	5723	0
Marlborough	11/13/1954	Shand TP	NAT	7080	1
Marlborough	11/13/1954	Turner GA	LAB	5445	0
Marlborough	11/13/1954	Kerr GR	SC	2124	0
Marlborough	11/30/1957	Shand TP	NAT	7672	1
Marlborough	11/30/1957	Evans R	LAB	5890	0
Marlborough	11/30/1957	Kerr GR	SC	1184	0
Marlborough	11/26/1960	Shand TP	NAT	7424	1
Marlborough	11/26/1960	Hope RW	LAB	5677	0
Marlborough	11/26/1960	Kerr GR	SC	1680	0
Marlborough	11/30/1963	Shand TP	NAT	7663	1
Marlborough	11/30/1963	Kenyon WG	LAB	5552	0
Marlborough	11/30/1963	Kerr GR	SC	2033	0
Marlborough	11/26/1966	Shand TP	NAT	7216	1
Marlborough	11/26/1966	Wall GA	LAB	6484	0
Marlborough	11/26/1966	Kerr GR	SC	1943	0
Marlborough	11/29/1969	Shand TP	NAT	9039	1
Marlborough	11/29/1969	Brookes IJ	LAB	6579	0
Marlborough	11/29/1969	Kerr GR	SC	1404	0
Marlborough	2/21/1970	Brookes IJ	LAB	7060	1
Marlborough	2/21/1970	Shand AW	NAT	6017	0
Marlborough	2/21/1970	Kerr GR	SC	1171	0
Marlborough	2/21/1970	Emeny CS	CP	482	0
Marlborough	11/25/1972	Brookes IJ	LAB	8469	1
Marlborough	11/25/1972	Dalliessi BJ	NAT	7179	0
Marlborough	11/25/1972	Kerr GR	SC	763	0
Marlborough	11/25/1972	MacDonald TW	ND	49	0
Marlborough	11/29/1975	Latter EG	NAT	10047	1
Marlborough	11/29/1975	Brookes IJ	LAB	7037	0
Marlborough	11/29/1975	Kerr GR	SC	928	0
Marlborough	11/29/1975	Belton RH	V	607	0
Marlborough	11/25/1978	Kidd DL	NAT	8614	1
Marlborough	11/25/1978	Brookes IJ	LAB	8291	0
Marlborough	11/25/1978	Kerr GR	SC	2365	0
Marlborough	11/25/1978	Litchfield Mrs AW	V	381	0
Marlborough	11/25/1978	Bell DJ	PR	66	0
Marlborough	11/28/1981	Kidd DL	NAT	8998	1
Marlborough	11/28/1981	Macann GE	LAB	7355	0
Marlborough	11/28/1981	Cullum RA	SC	4353	0
Marlborough	11/28/1981	Bell DJ	I	66	0
Marlborough	7/14/1984	Kidd DL	NAT	9472	1
Marlborough	7/14/1984	MacDonald G	LAB	8860	0
Marlborough	7/14/1984	Calcott P	N2P	2656	0
Marlborough	7/14/1984	Smith Miss HM	SC	1062	0
Marlborough	7/14/1984	Yealands SW	I	87	0
Marlborough	7/14/1984	Bell DJ	I	43	0
Marlborough	8/15/1987	Kidd DL	NAT	11189	1
Marlborough	8/15/1987	Hutchinson Ms PB	LAB	8787	0
Marlborough	8/15/1987	MacArthur RS	DEM	650	0
Marlborough	8/15/1987	Bell DJ	Cl	109	0
Marlborough	8/15/1987	Yealands SW	I	97	0
Marsden	11/27/1946	Murdoch AJ	NAT	7851	1
Marsden	11/27/1946	Stewart JS	LAB	5702	0
Marsden	11/30/1949	Murdoch AJ	NAT	8746	1
Marsden	11/30/1949	Ross DL	LAB	5470	0
Marsden	9/1/1951	Murdoch AJ	NAT	9031	1
Marsden	9/1/1951	Hosking MA	LAB	5030	0
Marsden	11/13/1954	McKay DM	NAT	5389	1
Marsden	11/13/1954	Hosking MA	LAB	4517	0
Marsden	11/13/1954	Hill Mrs EE	SC	2676	0
Marsden	11/13/1954	Vallance WRL	IN	1768	0
Marsden	11/30/1957	McKay DM	NAT	7906	1
Marsden	11/30/1957	Hosking MA	LAB	5818	0
Marsden	11/30/1957	Vallance WRL	SC	994	0
Marsden	11/30/1957	Hill Mrs EE	ISC	332	0
Marsden	11/26/1960	McKay DM	NAT	8704	1
Marsden	11/26/1960	Reid JS	LAB	4353	0
Marsden	11/26/1960	McQuillan RA	SC	2132	0
Marsden	11/30/1963	McKay DM	NAT	8885	1
Marsden	11/30/1963	Lewis OJ	LAB	4943	0
Marsden	11/30/1963	Rawson JG	SC	2252	0
Marsden	11/26/1966	McKay DM	NAT	8907	1
Marsden	11/26/1966	Lewis OJ	LAB	4830	0
Marsden	11/26/1966	Rawson JG	SC	3686	0
Marsden	11/26/1966	Graham R	LOY	101	0
Marsden	11/29/1969	McKay DM	NAT	7660	1
Marsden	11/29/1969	Smith MR	LAB	6559	0
Marsden	11/29/1969	Rawson JG	SC	2715	0
Matamata	11/25/1978	Luxton JF	NAT	8731	1
Matamata	11/25/1978	Mawdsley DR	SC	4324	0
Matamata	11/25/1978	Smith GN	LAB	3010	0
Matamata	11/25/1978	Heffer JA	V	214	0
Matamata	11/28/1981	Luxton JF	NAT	9217	1
Matamata	11/28/1981	Mawdsley DR	SC	5757	0
Matamata	11/28/1981	Heffer JA	LAB	2085	0
Matamata	7/14/1984	Luxton JF	NAT	9475	1
Matamata	7/14/1984	Clow RI	LAB	3690	0
Matamata	7/14/1984	Galvin JE	NZP	3022	0
Matamata	7/14/1984	Gilberd RC	SC	1772	0
Matamata	8/15/1987	Luxton MJF	NAT	11270	1
Matamata	8/15/1987	McGregor DW	LAB	4344	0
Matamata	8/15/1987	Pemberton JS	DEM	783	0
Matamata	8/15/1987	Cairns GW	MS	255	0
Miramar	11/27/1946	Semple R	LAB	8064	1
Miramar	11/27/1946	Jacobsen LT	NAT	5582	0
Miramar	11/30/1949	Semple R	LAB	7193	1
Miramar	11/30/1949	Taylor CH	NAT	5878	0
Miramar	11/30/1949	Stanton KSC	C	229	0
Miramar	9/1/1951	Semple R	LAB	6785	1
Miramar	9/1/1951	Taylor CH	NAT	6284	0
Miramar	11/13/1954	Fox WA	LAB	7576	1
Miramar	11/13/1954	McConnell RJ	NAT	6049	0
Miramar	11/13/1954	Gunn RM	SC	998	0
Miramar	11/30/1957	Fox WA	LAB	8417	1
Miramar	11/30/1957	Costello CG	NAT	6340	0
Miramar	11/30/1957	Johnson RW	SC	736	0
Miramar	11/26/1960	Fox WA	LAB	7186	1
Miramar	11/26/1960	Lyons BL	NAT	6719	0
Miramar	11/26/1960	Johnson RW	SC	893	0
Miramar	11/30/1963	Fox WA	LAB	8465	1
Miramar	11/30/1963	Young WL	NAT	8049	0
Miramar	11/30/1963	Johnson G	SC	662	0
Miramar	11/26/1966	Young WL	NAT	7767	1
Miramar	11/26/1966	Fox WA	LAB	7621	0
Miramar	11/26/1966	Morgan FJC	SC	1259	0
Miramar	11/29/1969	Young WL	NAT	9134	1
Miramar	11/29/1969	Troughton CT	LAB	7345	0
Miramar	11/29/1969	Morgan FJC	SC	898	0
Miramar	11/25/1972	Young WL	NAT	8294	1
Miramar	11/25/1972	Edwards BFM	LAB	7860	0
Miramar	11/25/1972	Morgan FJC	SC	677	0
Miramar	11/25/1972	Tindill D	V	630	0
Miramar	11/25/1972	Boyd K	ND	54	0
Miramar	11/25/1972	Howard JD	I	50	0
Miramar	11/29/1975	Young WL	NAT	9413	1
Miramar	11/29/1975	Wybrow JFW	LAB	7664	0
Miramar	11/29/1975	Wilson Mrs CMB	V	956	0
Miramar	11/29/1975	Morgan FJC	SC	773	0
Miramar	11/29/1975	Nieris G	I	45	0
Miramar	11/25/1978	Young WL	NAT	9236	1
Miramar	11/25/1978	Jeffries WP	LAB	8921	0
Miramar	11/25/1978	Carlisle RW	SC	2065	0
Miramar	11/25/1978	Welch DR	V	611	0
Miramar	11/28/1981	Neilson P	LAB	9821	1
Miramar	11/28/1981	Young WL	NAT	9172	0
Miramar	11/28/1981	Carlisle RW	SC	2303	0
Miramar	11/28/1981	McCardle GN	I	121	0
Miramar	7/14/1984	Neilson P	LAB	11102	1
Miramar	7/14/1984	Crosbie D	NAT	7603	0
Miramar	7/14/1984	Bungay MA	N2P	3424	0
Miramar	7/14/1984	Lines PM	SC	279	0
Miramar	7/14/1984	Kirk NJ	I	43	0
Miramar	7/14/1984	Moncur FW	PE	31	0
Miramar	8/15/1987	Neilson P	LAB	11556	1
Miramar	8/15/1987	MacFarlane IG	NAT	7495	0
Miramar	8/15/1987	Coad DR	DEM	468	0
Miramar	8/15/1987	Walker Ms VL	PPF	433	0
Miramar	8/15/1987	Smith SM	MS	143	0
Miramar	8/15/1987	Purvis BH	N2P	50	0
Miramar	8/15/1987	Moncur FW	PE	32	0
Mornington	11/27/1946	Hudson WA	LAB	9372	1
Mornington	11/27/1946	Mclver LD	NAT	4691	0
Mornington	11/30/1949	Hudson WA	LAB	9282	1
Mornington	11/30/1949	Stephens GNC	NAT	5097	0
Mornington	11/30/1949	Hannan JJ	C	208	0
Mornington	9/1/1951	Hudson WA	LAB	9168	1
Mornington	9/1/1951	Pilling RG	NAT	5385	0
Mornington	9/1/1951	Hannan JJ	C	121	0
Mornington	11/13/1954	Hudson WA	LAB	7279	1
Mornington	11/13/1954	MacDougall WP	NAT	3393	0
Mornington	11/13/1954	Sloan JDF	SC	2797	0
Mornington	11/13/1954	Hannan JJ	c	128	0
Mornington	11/30/1957	Hudson WA	LAB	7756	1
Mornington	11/30/1957	MacDougall WP	NAT	4939	0
Mornington	11/30/1957	Milburn JO	SC	1227	0
Mornington	11/30/1957	Marston JL	C	38	0
Mornington	11/26/1960	Hudson WA	LAB	7635	1
Mornington	11/26/1960	Thorn GR	NAT	5389	0
Mornington	11/26/1960	Milburn JO	SC	1548	0
Mornington	11/26/1960	Marston JL	C	70	0
Mount Albert	11/27/1946	Richards AS	LAB	7681	1
Mount Albert	11/27/1946	Hosking FA	NAT	5824	0
Mount Albert	9/24/1947	Freer WW	LAB	7235	1
Mount Albert	9/24/1947	Garland JC	NAT	5682	0
Mount Albert	11/30/1949	Freer WW	LAB	7295	1
Mount Albert	11/30/1949	Judson RF	NAT	6364	0
Mount Albert	9/1/1951	Freer WW	LAB	7092	1
Mount Albert	9/1/1951	Judson RF	NAT	6488	0
Mount Albert	11/13/1954	Freer WW	LAB	8441	1
Mount Albert	11/13/1954	Muldoon RD	NAT	5215	0
Mount Albert	11/13/1954	Crispin WH	SC	943	0
Mount Albert	11/30/1957	Freer WW	LAB	8766	1
Mount Albert	11/30/1957	Taylor GGP	NAT	4779	0
Mount Albert	11/30/1957	Gerrard JF	SC	892	0
Mount Albert	11/26/1960	Freer WW	LAB	7905	1
Mount Albert	11/26/1960	Anderson Mrs CM	NAT	6229	0
Mount Albert	11/26/1960	Monteith NR	SC	690	0
Mount Albert	11/26/1960	Pitcher L	U	34	0
Mount Albert	11/30/1963	Freer WW	LAB	8618	1
Mount Albert	11/30/1963	Reid JL	NAT	5600	0
Mount Albert	11/30/1963	Weal TK	SC	1058	0
Mount Albert	11/30/1963	Christie WE	LIB	478	0
Mount Albert	11/26/1966	Freer WW	LAB	7359	1
Mount Albert	11/26/1966	Hibbert TD	NAT	4705	0
Mount Albert	11/26/1966	Weal TK	SC	2270	0
Mount Albert	11/29/1969	Freer WW	LAB	9057	1
Mount Albert	11/29/1969	Downie GPA	NAT	6220	0
Mount Albert	11/29/1969	Weal TK	SC	1451	0
Mount Albert	11/25/1972	Freer WW	LAB	9196	1
Mount Albert	11/25/1972	Malcolm JH	NAT	5216	0
Mount Albert	11/25/1972	Jordan BA	SC	1024	0
Mount Albert	11/25/1972	McGrath TM	V	724	0
Mount Albert	11/25/1972	Howie Mrs PL	ND	203	0
Mount Albert	11/29/1975	Freer WW	LAB	8231	1
Mount Albert	11/29/1975	Ryan F	NAT	7994	0
Mount Albert	11/29/1975	McKay B	V	1060	0
Mount Albert	11/29/1975	James GC	SC	914	0
Mount Albert	11/29/1975	Bravery L	SU	28	0
Mount Albert	11/25/1978	Freer WW	LAB	9718	1
Mount Albert	11/25/1978	Ryan F	NAT	6857	0
Mount Albert	11/25/1978	Dance HM	SC	2353	0
Mount Albert	11/25/1978	Chalklen Mrs SK	V	371	0
Mount Albert	11/28/1981	Clark Miss HE	LAB	10027	1
Mount Albert	11/28/1981	Moyes WW	NAT	6120	0
Mount Albert	11/28/1981	Dance HM	SC	3391	0
Mount Albert	7/14/1984	Clark Miss HE	LAB	12231	1
Mount Albert	7/14/1984	Cavanagh RO	NAT	6024	0
Mount Albert	7/14/1984	Gonsalves Miss MN	NZP	2390	0
Mount Albert	7/14/1984	McGee DJ	SC	908	0
Mount Albert	8/15/1987	Clark Miss HE	LAB	11326	1
Mount Albert	8/15/1987	Wheeler RB	NAT	5989	0
Mount Albert	8/15/1987	Dance Ms GLM	DEM	861	0
Mount Albert	8/15/1987	Moses ML	I	171	0
Mount Victoria	11/27/1946	Marshall JR	NAT	6520	1
Mount Victoria	11/27/1946	Casey E	LAB	5609	0
Mount Victoria	11/27/1946	Parry JTLH	I PL	152	0
Mount Victoria	11/30/1949	Marshall JR	NAT	6562	1
Mount Victoria	11/30/1949	Seddon NR	LAB	4754	0
Mount Victoria	11/30/1949	Hyde WJ	I	94	0
Mount Victoria	9/1/1951	Marshall JR	NAT	6556	1
Mount Victoria	9/1/1951	Kitts FJ	LAB	4358	0
Napier	11/27/1946	Armstrong AE	LAB	7789	1
Napier	11/27/1946	Price AJ	NAT	5944	0
Napier	11/30/1949	Armstrong AE	LAB	7384	1
Napier	11/30/1949	Tucker W	NAT	6663	0
Napier	11/30/1949	Brown CJ	C	126	0
Napier	11/30/1949	Cummins J	IL	118	0
Napier	9/1/1951	Tait P	NAT	7375	1
Napier	9/1/1951	Armstrong AE	LAB	7331	0
