"ID","Name","Party","Date","Electorate","Incumbent","TermsServed","CabinetNow","CabinetEver","CabinetImportant","CabinetPM","Votes","Elected","ElectedList","ElectedElectorate","LastVotes","ListPosition","LastListPosition"
74,"Hudson WA","Labour","1949-11-30","Mornington",1,1,0,0,0,0,9282,1,0,1,9372,0,0
214,"Stephens GNC","National","1949-11-30","Mornington",0,0,0,0,0,0,5097,0,0,0,0,0,0
215,"Hannan JJ","C","1949-11-30","Mornington",0,0,0,0,0,0,208,0,0,0,0,0,0
76,"Marshall JR","National","1949-11-30","Mount Victoria",1,1,0,0,0,0,6562,1,0,1,6520,0,0
216,"Seddon NR","Labour","1949-11-30","Mount Victoria",0,0,0,0,0,0,4754,0,0,0,0,0,0
217,"Hyde WJ","I","1949-11-30","Mount Victoria",0,0,0,0,0,0,94,0,0,0,0,0,0
30,"Freer WW","Labour","1949-11-30","Mt Albert",1,1,0,0,0,0,7295,1,0,1,7235,0,0
218,"Judson RF","National","1949-11-30","Mt Albert",0,0,0,0,0,0,6364,0,0,0,0,0,0
81,"Armstrong AE","Labour","1949-11-30","Napier",1,2,0,0,0,0,7384,1,0,1,7789,0,0
219,"Tucker W","National","1949-11-30","Napier",0,0,0,0,0,0,6663,0,0,0,0,0,0
220,"Brown CJ","C","1949-11-30","Napier",0,0,0,0,0,0,126,0,0,0,0,0,0
221,"Cummins J","IL","1949-11-30","Napier",0,0,0,0,0,0,118,0,0,0,0,0,0
83,"Neale ER","National","1949-11-30","Nelson",1,1,0,0,0,0,8420,1,0,1,7265,0,0
222,"Marshall RCA","Labour","1949-11-30","Nelson",0,0,0,0,0,0,7047,0,0,0,0,0,0
85,"Aderman EP","National","1949-11-30","New Plymouth",1,2,0,0,0,0,8250,1,0,1,7426,0,0
32,"Parker CR","Labour","1949-11-30","New Plymouth",0,0,0,0,0,0,6733,0,0,0,4737,0,0
223,"Eyre DJ","National","1949-11-30","North Shore",0,0,0,0,0,0,7835,1,0,1,0,0,0
87,"Finlay AM","Labour","1949-11-30","North Shore",1,1,0,0,0,0,6491,0,0,0,7015,0,0
89,"Paikea TP","Labour","1949-11-30","Northern Maori",1,2,0,0,0,0,5841,1,0,1,5580,0,0
90,"Henare JT","National","1949-11-30","Northern Maori",0,0,0,0,0,0,3812,0,0,0,3025,0,0
224,"Otene M","I LIB","1949-11-30","Northern Maori",0,0,0,0,0,0,93,0,0,0,0,0,0
225,"Tuwhare P","I K","1949-11-30","Northern Maori",0,0,0,0,0,0,30,0,0,0,0,0,0
226,"Hayman TL","National","1949-11-30","Oamaru",0,0,0,0,0,0,7415,1,0,1,0,0,0
92,"Nordmeyer AH","Labour","1949-11-30","Oamaru",1,4,1,1,1,0,6721,0,0,0,7079,0,0
95,"Osborne AG","Labour","1949-11-30","Onehunga",1,4,0,0,0,0,8255,1,0,1,8639,0,0
227,"Coates AA","National","1949-11-30","Onehunga",0,0,0,0,0,0,5955,0,0,0,0,0,0
228,"Stanley R","C","1949-11-30","Onehunga",0,0,0,0,0,0,198,0,0,0,0,0,0
97,"Combs HE","Labour","1949-11-30","Onslow",1,3,0,0,0,0,9391,1,0,1,7880,0,0
229,"Meadowcroft JS","National","1949-11-30","Onslow",0,0,0,0,0,0,7464,0,0,0,0,0,0
99,"Bodkin WA","National","1949-11-30","Otago",1,7,0,0,0,0,8457,1,0,1,7874,0,0
230,"Rodgers TA","Labour","1949-11-30","Otago",0,0,0,0,0,0,4551,0,0,0,0,0,0
7,"Gotz Leon","National","1949-11-30","Otahuhu",0,0,0,0,0,0,8493,1,0,1,3387,0,0
128,"Dixon AB","Labour","1949-11-30","Otahuhu",0,0,0,0,0,0,7218,0,0,0,5328,0,0
103,"Maher JJ","National","1949-11-30","Otaki",1,1,0,0,0,0,8540,1,0,1,6762,0,0
122,"Capstick JJD","Labour","1949-11-30","Otaki",0,0,0,0,0,0,8166,0,0,0,5340,0,0
105,"Holyoake KJ","National","1949-11-30","Pahiatua",1,2,0,0,0,0,8663,1,0,1,8422,0,0
231,"O'Leary GP","Labour","1949-11-30","Pahiatua",0,0,0,0,0,0,4156,0,0,0,0,0,0
232,"Tennent WB","National","1949-11-30","Palmerston North",0,0,0,0,0,0,7368,1,0,1,0,0,0
107,"Wilson GHO","Labour","1949-11-30","Palmerston North",1,1,0,0,0,0,6850,0,0,0,7237,0,0
109,"Rae DM","National","1949-11-30","Parnell",1,1,0,0,0,0,6255,1,0,1,6059,0,0
110,"Schramm FW","Labour","1949-11-30","Parnell",0,0,0,0,0,0,5295,0,0,0,5853,0,0
233,"Smith LR","C","1949-11-30","Parnell",0,0,0,0,0,0,131,0,0,0,0,0,0
111,"Sheat WA","National","1949-11-30","Patea",1,2,0,0,0,0,7802,1,0,1,7227,0,0
234,"Finer FW","Labour","1949-11-30","Patea",0,0,0,0,0,0,5961,0,0,0,0,0,0
113,"Moohan M","Labour","1949-11-30","Petone",1,1,0,0,0,0,7721,1,0,1,8545,0,0
235,"Croft NP","National","1949-11-30","Petone",0,0,0,0,0,0,5194,0,0,0,0,0,0
236,"Quinn AP","C","1949-11-30","Petone",0,0,0,0,0,0,207,0,0,0,0,0,0
115,"Goosman WS","National","1949-11-30","Piako",1,3,0,0,0,0,9599,1,0,1,8925,0,0
237,"Kenah GP","Labour","1949-11-30","Piako",0,0,0,0,0,0,3333,0,0,0,0,0,0
117,"MacDonald RL","Labour","1949-11-30","Ponsonby",1,1,0,0,0,0,7439,1,0,1,8314,0,0
238,"Kingston BH","National","1949-11-30","Ponsonby",0,0,0,0,0,0,5161,0,0,0,0,0,0
239,"Jamieson WF","INDLIB","1949-11-30","Ponsonby",0,0,0,0,0,0,169,0,0,0,0,0,0
240,"Smith HM","C","1949-11-30","Ponsonby",0,0,0,0,0,0,140,0,0,0,0,0,0
120,"Johnstone H","National","1949-11-30","Raglan",0,0,0,0,0,0,7846,1,0,1,6808,0,0
119,"Baxter AC","Labour","1949-11-30","Raglan",1,1,0,0,0,0,6824,0,0,0,6821,0,0
121,"Gordon EBK","National","1949-11-30","Rangitikei",1,3,0,0,0,0,8101,1,0,1,7647,0,0
241,"De Malmanche ER","Labour","1949-11-30","Rangitikei",0,0,0,0,0,0,4791,0,0,0,0,0,0
123,"Algie RM","National","1949-11-30","Remuera",1,2,0,0,0,0,8878,1,0,1,8512,0,0
242,"Watt H","Labour","1949-11-30","Remuera",0,0,0,0,0,0,3799,0,0,0,0,0,0
125,"McLagan A","Labour","1949-11-30","Riccarton",1,1,1,1,0,0,8613,1,0,1,8974,0,0
243,"Lake HR","National","1949-11-30","Riccarton",0,0,0,0,0,0,5906,0,0,0,0,0,0
244,"Taylor R","C","1949-11-30","Riccarton",0,0,0,0,0,0,204,0,0,0,0,0,0
127,"Webb TC","National","1949-11-30","Rodney",1,2,0,0,0,0,9626,1,0,1,8178,0,0
245,"Learning AL","Labour","1949-11-30","Rodney",0,0,0,0,0,0,5080,0,0,0,0,0,0
246,"Rae J","National","1949-11-30","Roskill",0,0,0,0,0,0,7372,1,0,1,0,0,0
124,"Freeman J","Labour","1949-11-30","Roskill",0,0,0,0,0,0,5957,0,0,0,4102,0,0
129,"Langstone FL","IL","1949-11-30","Roskill",1,6,0,1,0,0,1097,0,0,0,6611,0,0
131,"McAlpine JK","National","1949-11-30","Selwyn",1,1,0,0,0,0,8205,1,0,1,6970,0,0
132,"Sharp EA","Labour","1949-11-30","Selwyn",0,0,0,0,0,0,6878,0,0,0,6498,0,0
133,"Tirikatene ET","Labour","1949-11-30","Southern Maori",1,5,1,1,0,0,970,1,0,1,861,0,0
247,"Bates HN","National","1949-11-30","Southern Maori",0,0,0,0,0,0,283,0,0,0,0,0,0
135,"Watts JT","National","1949-11-30","St Albans",1,2,0,0,0,0,7335,1,0,1,6691,0,0
248,"Manning G","Labour","1949-11-30","St Albans",0,0,0,0,0,0,6193,0,0,0,0,0,0
137,"Jones F","Labour","1949-11-30","St Kilda",1,5,1,1,1,0,7310,1,0,1,7662,0,0
249,"Lyon G","National","1949-11-30","St Kilda",0,0,0,0,0,0,6979,0,0,0,0,0,0
139,"Howard MB","Labour","1949-11-30","Sydenham",1,3,0,0,0,0,9246,1,0,1,10063,0,0
250,"Moody OG","National","1949-11-30","Sydenham",0,0,0,0,0,0,3603,0,0,0,0,0,0
251,"Halstead EH","National","1949-11-30","Tamaki",0,0,0,0,0,0,8364,1,0,1,0,0,0
141,"Skinner TE","Labour","1949-11-30","Tamaki",1,1,0,0,0,0,7269,0,0,0,6781,0,0
252,"Jordan FC","ISC","1949-11-30","Tamaki",0,0,0,0,0,0,123,0,0,0,0,0,0
143,"Doidge FW","National","1949-11-30","Tauranga",1,3,0,0,0,0,9330,1,0,1,7931,0,0
253,"Pickett HJ","Labour","1949-11-30","Tauranga",0,0,0,0,0,0,4735,0,0,0,0,0,0
145,"Carr CL","Labour","1949-11-30","Timaru",1,6,0,0,0,0,7364,1,0,1,7005,0,0
175,"Lockington JF","National","1949-11-30","Timaru",0,0,0,0,0,0,6532,0,0,0,5405,0,0
147,"Sim GF","National","1949-11-30","Waikato",1,2,0,0,0,0,9422,1,0,1,8782,0,0
254,"Burfitt JR","Labour","1949-11-30","Waikato",0,0,0,0,0,0,3499,0,0,0,0,0,0
149,"Kearins PR","Labour","1949-11-30","Waimarino",1,1,0,0,0,0,7319,1,0,1,6755,0,0
255,"MacPherson AM","National","1949-11-30","Waimarino",0,0,0,0,0,0,7117,0,0,0,0,0,0
151,"Kidd DC","National","1949-11-30","Waimate",1,3,0,0,0,0,7426,1,0,1,6922,0,0
152,"Davison WR","Labour","1949-11-30","Waimate",0,0,0,0,0,0,5659,0,0,0,6133,0,0
256,"Hayes MJ","I","1949-11-30","Waimate",0,0,0,0,0,0,217,0,0,0,0,0,0
257,"Cooksley BV","National","1949-11-30","Wairarapa",0,0,0,0,0,0,7596,1,0,1,0,0,0
154,"Hansen GA","Labour","1949-11-30","Wairarapa",0,0,0,0,0,0,6633,0,0,0,6860,0,0
155,"Mason HGR","Labour","1949-11-30","Waitakere",1,7,1,1,1,0,8341,1,0,1,8285,0,0
258,"Tapper R","National","1949-11-30","Waitakere",0,0,0,0,0,0,7411,0,0,0,0,0,0
259,"Jackson GE","C","1949-11-30","Waitakere",0,0,0,0,0,0,386,0,0,0,0,0,0
158,"Broadfoot WJ","National","1949-11-30","Waitomo",1,6,0,0,0,0,9026,1,0,1,8440,0,0
260,"Kitts FJ","Labour","1949-11-30","Waitomo",0,0,0,0,0,0,3947,0,0,0,0,0,0
160,"MacDonald TL","National","1949-11-30","Wallace",1,3,0,0,0,0,8379,1,0,1,8068,0,0
261,"Freeman HV","Labour","1949-11-30","Wallace",0,0,0,0,0,0,3868,0,0,0,0,0,0
163,"Chapman CH","Labour","1949-11-30","Wellington Central",1,6,0,0,0,0,5078,1,0,1,6201,0,0
262,"Appleton W","National","1949-11-30","Wellington Central",0,0,0,0,0,0,4503,0,0,0,0,0,0
263,"Ratana IM","Labour","1949-11-30","Western Maori",0,0,0,0,0,0,9069,1,0,1,0,0,0
165,"Marumaru HTU","National","1949-11-30","Western Maori",1,2,0,0,0,0,2752,0,0,0,2809,0,0
264,"Matthews GN","I","1949-11-30","Western Maori",0,0,0,0,0,0,326,0,0,0,0,0,0
265,"Wirihana TT","I","1949-11-30","Western Maori",0,0,0,0,0,0,302,0,0,0,0,0,0
266,"Nutana K","K","1949-11-30","Western Maori",0,0,0,0,0,0,219,0,0,0,0,0,0
267,"Wakurua WU","I","1949-11-30","Western Maori",0,0,0,0,0,0,154,0,0,0,0,0,0
268,"Tana T","I","1949-11-30","Western Maori",0,0,0,0,0,0,122,0,0,0,0,0,0
166,"Amohanga PRMM","I","1949-11-30","Western Maori",0,0,0,0,0,0,116,0,0,0,217,0,0
269,"Hovell HT","I","1949-11-30","Western Maori",0,0,0,0,0,0,116,0,0,0,0,0,0
270,"Rangitaura RM","I","1949-11-30","Western Maori",0,0,0,0,0,0,116,0,0,0,0,0,0
174,"Kent JB","Labour","1949-11-30","Westland",1,1,0,0,0,0,8013,1,0,1,7427,0,0
271,"O'Regan PJ","National","1949-11-30","Westland",0,0,0,0,0,0,5269,0,0,0,0,0,0
272,"Mitchell RH","C","1949-11-30","Westland",0,0,0,0,0,0,338,0,0,0,0,0,0
170,"Cotterill JBF","Labour","1949-11-30","Whanganui",1,4,0,0,0,0,7336,1,0,1,7833,0,0
273,"OÍKeefe EV","National","1949-11-30","Whanganui",0,0,0,0,0,0,6317,0,0,0,0,0,0
92,"Nordmeyer AH","Labour","1951-02-17","Brooklyn",0,0,1,1,0,0,5287,1,0,1,6721,0,0
274,"Jacobsen LT","National","1951-02-17","Brooklyn",0,0,0,0,0,0,2902,0,0,0,0,0,0
185,"Birchfield C","C","1951-02-17","Brooklyn",0,0,0,0,0,0,129,0,0,0,241,0,0
275,"Stewart JS","Labour","1951-09-01","Arch Hull",0,0,0,0,0,0,7311,1,0,1,0,0,0
276,"Hope TPB","National","1951-09-01","Arch Hull",0,0,0,0,0,0,3346,0,0,0,0,0,0
3,"Wilcox VG","C","1951-09-01","Arch Hull",0,0,0,0,0,0,173,0,0,0,343,0,0
4,"Gerard RG","National","1951-09-01","Ashburton",1,3,0,0,0,0,7812,1,0,1,7642,0,0
177,"Rose WE","Labour","1951-09-01","Ashburton",0,0,0,0,0,0,4945,0,0,0,5257,0,0
6,"Anderton WT","Labour","1951-09-01","Auckland Central",1,5,0,0,0,0,5097,1,0,1,5863,0,0
277,"Hillyer PG","National","1951-09-01","Auckland Central",0,0,0,0,0,0,2929,0,0,0,0,0,0
179,"Mitchell JJ","C","1951-09-01","Auckland Central",0,0,0,0,0,0,135,0,0,0,237,0,0
52,"Mathison J","Labour","1951-09-01","Avon",1,2,0,0,0,0,10001,1,0,1,9877,0,0
278,"Russell DW","National","1951-09-01","Avon",0,0,0,0,0,0,5789,0,0,0,0,0,0
10,"Herron GR","National","1951-09-01","Awarua",1,3,0,0,0,0,8121,1,0,1,7997,0,0
182,"Pickering NG","Labour","1951-09-01","Awarua",0,0,0,0,0,0,4366,0,0,0,4818,0,0
12,"Sullivan W","National","1951-09-01","Bay of Plenty",1,4,1,1,0,0,9389,1,0,1,8993,0,0
183,"Santon TG","Labour","1951-09-01","Bay of Plenty",0,0,0,0,0,0,5342,0,0,0,5313,0,0
92,"Nordmeyer AH","Labour","1951-09-01","Brooklyn",1,1,1,1,0,0,6375,1,0,1,5287,0,0
279,"Clift CW","National","1951-09-01","Brooklyn",0,0,0,0,0,0,4549,0,0,0,0,0,0
16,"Skinner CF","Labour","1951-09-01","Buller",1,4,1,1,0,0,7215,1,0,1,7941,0,0
17,"McDonald PE","National","1951-09-01","Buller",0,0,0,0,0,0,5988,0,0,0,5735,0,0
18,"MacFarlane RM","Labour","1951-09-01","Christchurch Central",1,4,0,0,0,0,6901,1,0,1,7589,0,0
280,"Schmacher A","National","1951-09-01","Christchurch Central",0,0,0,0,0,0,4103,0,0,0,0,0,0
21,"Roy JAMcL","National","1951-09-01","Clutha",1,5,0,0,0,0,8045,1,0,1,8133,0,0
281,"Sanders JM","Labour","1951-09-01","Clutha",0,0,0,0,0,0,4462,0,0,0,0,0,0
23,"Connolly PG","Labour","1951-09-01","Dunedin Central",1,3,0,0,0,0,6231,1,0,1,6813,0,0
282,"MacDougall WP","National","1951-09-01","Dunedin Central",0,0,0,0,0,0,5858,0,0,0,0,0,0
25,"Walls R","Labour","1951-09-01","Dunedin North",1,3,0,0,0,0,6929,1,0,1,7190,0,0
283,"Cameron Donald","National","1951-09-01","Dunedin North",0,0,0,0,0,0,6622,0,0,0,0,0,0
27,"Omana T","Labour","1951-09-01","Eastern Maori",1,3,0,0,0,0,8905,1,0,1,8487,0,0
191,"Carroll AT","National","1951-09-01","Eastern Maori",0,0,0,0,0,0,5199,0,0,0,5276,0,0
29,"Fortune WH","National","1951-09-01","Eden",1,2,1,1,0,0,7016,1,0,1,7184,0,0
254,"Burfitt JR","Labour","1951-09-01","Eden",0,0,0,0,0,0,4214,0,0,0,3499,0,0
31,"Corbett EB","National","1951-09-01","Egmont",1,3,1,1,0,0,8643,1,0,1,8693,0,0
193,"Richmond BE","Labour","1951-09-01","Egmont",0,0,0,0,0,0,3747,0,0,0,4154,0,0
33,"Holland SG","National","1951-09-01","Fendalton",1,5,1,1,1,1,8546,1,0,1,8362,0,0
284,"Alley PJ","Labour","1951-09-01","Fendalton",0,0,0,0,0,0,4180,0,0,0,0,0,0
35,"Massey JN","National","1951-09-01","Franklin",1,4,0,0,0,0,9691,1,0,1,9635,0,0
285,"Faulkner AJ","Labour","1951-09-01","Franklin",0,0,0,0,0,0,4333,0,0,0,0,0,0
198,"Dudfield H","National","1951-09-01","Gisborne",0,0,0,0,0,0,7569,1,0,1,7045,0,0
197,"Keeling RA","Labour","1951-09-01","Gisborne",1,1,0,0,0,0,7231,0,0,0,7534,0,0
39,"Hackett F","Labour","1951-09-01","Grey Lynn",1,3,1,1,0,0,8265,1,0,1,7362,0,0
286,"Barry HG","National","1951-09-01","Grey Lynn",0,0,0,0,0,0,4452,0,0,0,0,0,0
41,"Ross GH","National","1951-09-01","Hamilton",1,3,1,1,0,0,7853,1,0,1,7652,0,0
287,"Waters EA","Labour","1951-09-01","Hamilton",0,0,0,0,0,0,5601,0,0,0,0,0,0
201,"Jones SI","National","1951-09-01","Hastings",1,1,0,0,0,0,8198,1,0,1,7965,0,0
48,"Beattie HE","Labour","1951-09-01","Hastings",0,0,0,0,0,0,7060,0,0,0,4964,0,0
45,"Sutherland AS","National","1951-09-01","Hauraki",1,4,0,0,0,0,8612,1,0,1,8510,0,0
288,"Dynes BW","Labour","1951-09-01","Hauraki",0,0,0,0,0,0,4144,0,0,0,0,0,0
47,"Harker CGE","National","1951-09-01","Hawkes Bay",1,4,0,0,0,0,8494,1,0,1,8406,0,0
289,"Lowe A","Labour","1951-09-01","Hawkes Bay",0,0,0,0,0,0,4341,0,0,0,0,0,0
49,"Smith SW","National","1951-09-01","Hobson",1,3,0,0,0,0,9035,1,0,1,9280,0,0
290,"King NJ","Labour","1951-09-01","Hobson",0,0,0,0,0,0,3698,0,0,0,0,0,0
291,"Slyfield HD","ICP","1951-09-01","Hobson",0,0,0,0,0,0,248,0,0,0,0,0,0
51,"Gillespie WH","National","1951-09-01","Hurunui",1,3,0,0,0,0,8086,1,0,1,7952,0,0
292,"Cassidy WE","Labour","1951-09-01","Hurunui",0,0,0,0,0,0,5165,0,0,0,0,0,0
53,"Nash W","Labour","1951-09-01","Hutt",1,7,1,1,1,0,8872,1,0,1,8153,0,0
293,"Andrews JW","National","1951-09-01","Hutt",0,0,0,0,0,0,6424,0,0,0,0,0,0
56,"Simpson TF","WCL","1951-09-01","Hutt",0,0,0,0,0,0,71,0,0,0,100,0,0
57,"Hanan JR","National","1951-09-01","Invercargill",1,2,0,0,0,0,8208,1,0,1,7897,0,0
294,"Spurdle FG","Labour","1951-09-01","Invercargill",0,0,0,0,0,0,6085,0,0,0,0,0,0
59,"McKeen R","Labour","1951-09-01","Island Bay",1,9,0,0,0,0,6735,1,0,1,7335,0,0
295,"Duncan JE","National","1951-09-01","Island Bay",0,0,0,0,0,0,5055,0,0,0,0,0,0
185,"Birchfield C","C","1951-09-01","Island Bay",0,0,0,0,0,0,99,0,0,0,241,0,0
62,"Bowden CM","National","1951-09-01","Karori",1,3,1,1,0,0,8128,1,0,1,8367,0,0
296,"Bateman JA","Labour","1951-09-01","Karori",0,0,0,0,0,0,4675,0,0,0,0,0,0
243,"Lake HR","National","1951-09-01","Lyttelton",0,0,0,0,0,0,7480,1,0,1,5906,0,0
64,"McCombs TH","Labour","1951-09-01","Lyttelton",1,6,0,0,0,0,7347,0,0,0,7758,0,0
66,"Oram MH","National","1951-09-01","Manawatu",1,3,0,0,0,0,8292,1,0,1,8174,0,0
209,"Rodgers BA","Labour","1951-09-01","Manawatu",0,0,0,0,0,0,4827,0,0,0,4791,0,0
68,"Shand TP","National","1951-09-01","Marlborough",1,2,0,0,0,0,8175,1,0,1,7861,0,0
297,"Meachen EP","Labour","1951-09-01","Marlborough",0,0,0,0,0,0,5723,0,0,0,0,0,0
70,"Murdoch AJ","National","1951-09-01","Marsden",1,3,0,0,0,0,9031,1,0,1,8746,0,0
298,"Hosking MA","Labour","1951-09-01","Marsden",0,0,0,0,0,0,5030,0,0,0,0,0,0
72,"Semple R","Labour","1951-09-01","Miramar",1,7,1,1,0,0,6785,1,0,1,7193,0,0
212,"Taylor CH","National","1951-09-01","Miramar",0,0,0,0,0,0,6284,0,0,0,5878,0,0
74,"Hudson WA","Labour","1951-09-01","Mornington",1,2,0,0,0,0,9168,1,0,1,9282,0,0
299,"Pilling RG","National","1951-09-01","Mornington",0,0,0,0,0,0,5385,0,0,0,0,0,0
215,"Hannan JJ","C","1951-09-01","Mornington",0,0,0,0,0,0,121,0,0,0,208,0,0
76,"Marshall JR","National","1951-09-01","Mount Victoria",1,2,1,1,1,0,6556,1,0,1,6562,0,0
260,"Kitts FJ","Labour","1951-09-01","Mount Victoria",0,0,0,0,0,0,4358,0,0,0,3947,0,0
30,"Freer WW","Labour","1951-09-01","Mt Albert",1,2,0,0,0,0,7092,1,0,1,7295,0,0
218,"Judson RF","National","1951-09-01","Mt Albert",0,0,0,0,0,0,6488,0,0,0,6364,0,0
300,"Tait P","National","1951-09-01","Napier",0,0,0,0,0,0,7375,1,0,1,0,0,0
81,"Armstrong AE","Labour","1951-09-01","Napier",1,3,0,0,0,0,7331,0,0,0,7384,0,0
83,"Neale ER","National","1951-09-01","Nelson",1,2,0,0,0,0,9425,1,0,1,8420,0,0
301,"Whitehead SA","Labour","1951-09-01","Nelson",0,0,0,0,0,0,6594,0,0,0,0,0,0
85,"Aderman EP","National","1951-09-01","New Plymouth",1,3,0,0,0,0,8816,1,0,1,8250,0,0
32,"Parker CR","Labour","1951-09-01","New Plymouth",0,0,0,0,0,0,6481,0,0,0,6733,0,0
223,"Eyre DJ","National","1951-09-01","North Shore",1,1,0,0,0,0,8328,1,0,1,7835,0,0
302,"Wrathall RNSJ","Labour","1951-09-01","North Shore",0,0,0,0,0,0,6173,0,0,0,0,0,0
89,"Paikea TP","Labour","1951-09-01","Northern Maori",1,3,0,0,0,0,5812,1,0,1,5841,0,0
90,"Henare JT","National","1951-09-01","Northern Maori",0,0,0,0,0,0,3680,0,0,0,3812,0,0
226,"Hayman TL","National","1951-09-01","Oamaru",1,1,0,0,0,0,7736,1,0,1,7415,0,0
303,"Ryan CJ","Labour","1951-09-01","Oamaru",0,0,0,0,0,0,6421,0,0,0,0,0,0
95,"Osborne AG","Labour","1951-09-01","Onehunga",1,5,0,0,0,0,8017,1,0,1,8255,0,0
178,"Bradley LG","National","1951-09-01","Onehunga",0,0,0,0,0,0,6051,0,0,0,3064,0,0
97,"Combs HE","Labour","1951-09-01","Onslow",1,4,0,0,0,0,9539,1,0,1,9391,0,0
229,"Meadowcroft JS","National","1951-09-01","Onslow",0,0,0,0,0,0,8433,0,0,0,7464,0,0
99,"Bodkin WA","National","1951-09-01","Otago",1,8,1,1,0,0,8429,1,0,1,8457,0,0
230,"Rodgers TA","Labour","1951-09-01","Otago",0,0,0,0,0,0,4809,0,0,0,4551,0,0
7,"Gotz Leon","National","1951-09-01","Otahuhu",1,1,0,0,0,0,9668,1,0,1,8493,0,0
304,"Deas JM","Labour","1951-09-01","Otahuhu",0,0,0,0,0,0,7540,0,0,0,0,0,0
103,"Maher JJ","National","1951-09-01","Otaki",1,2,0,0,0,0,9897,1,0,1,8540,0,0
305,"Holloway PN","Labour","1951-09-01","Otaki",0,0,0,0,0,0,8755,0,0,0,0,0,0
105,"Holyoake KJ","National","1951-09-01","Pahiatua",1,3,1,1,0,0,8490,1,0,1,8663,0,0
306,"Jones O","Labour","1951-09-01","Pahiatua",0,0,0,0,0,0,3892,0,0,0,0,0,0
232,"Tennent WB","National","1951-09-01","Palmerston North",1,1,0,0,0,0,7288,1,0,1,7368,0,0
307,"Hodgens J","Labour","1951-09-01","Palmerston North",0,0,0,0,0,0,7088,0,0,0,0,0,0
109,"Rae DM","National","1951-09-01","Parnell",1,2,0,0,0,0,6355,1,0,1,6255,0,0
242,"Watt H","Labour","1951-09-01","Parnell",0,0,0,0,0,0,4768,0,0,0,3799,0,0
111,"Sheat WA","National","1951-09-01","Patea",1,3,0,0,0,0,7910,1,0,1,7802,0,0
234,"Finer FW","Labour","1951-09-01","Patea",0,0,0,0,0,0,5443,0,0,0,5961,0,0
113,"Moohan M","Labour","1951-09-01","Petone",1,2,0,0,0,0,7502,1,0,1,7721,0,0
235,"Croft NP","National","1951-09-01","Petone",0,0,0,0,0,0,5367,0,0,0,5194,0,0
115,"Goosman WS","National","1951-09-01","Piako",1,4,1,1,0,0,9386,1,0,1,9599,0,0
237,"Kenah GP","Labour","1951-09-01","Piako",0,0,0,0,0,0,3022,0,0,0,3333,0,0
117,"MacDonald RL","Labour","1951-09-01","Ponsonby",1,2,0,0,0,0,6855,1,0,1,7439,0,0
308,"Dempsey PE","National","1951-09-01","Ponsonby",0,0,0,0,0,0,5351,0,0,0,0,0,0
120,"Johnstone H","National","1951-09-01","Raglan",1,1,0,0,0,0,8364,1,0,1,7846,0,0
210,"Wilson JH","Labour","1951-09-01","Raglan",0,0,0,0,0,0,6598,0,0,0,5999,0,0
121,"Gordon EBK","National","1951-09-01","Rangitikei",1,4,0,0,0,0,8163,1,0,1,8101,0,0
309,"Dalzell FA","Labour","1951-09-01","Rangitikei",0,0,0,0,0,0,4486,0,0,0,0,0,0
123,"Algie RM","National","1951-09-01","Remuera",1,3,1,1,0,0,8727,1,0,1,8878,0,0
310,"Tizard RJ","Labour","1951-09-01","Remuera",0,0,0,0,0,0,3381,0,0,0,0,0,0
125,"McLagan A","Labour","1951-09-01","Riccarton",1,2,1,1,0,0,8506,1,0,1,8613,0,0
311,"Wills EP","National","1951-09-01","Riccarton",0,0,0,0,0,0,6241,0,0,0,0,0,0
127,"Webb TC","National","1951-09-01","Rodney",1,3,1,1,1,0,10010,1,0,1,9626,0,0
245,"Learning AL","Labour","1951-09-01","Rodney",0,0,0,0,0,0,5117,0,0,0,5080,0,0
246,"Rae J","National","1951-09-01","Roskill",1,1,0,0,0,0,7962,1,0,1,7372,0,0
192,"Curran PT","Labour","1951-09-01","Roskill",0,0,0,0,0,0,7522,0,0,0,4925,0,0
131,"McAlpine JK","National","1951-09-01","Selwyn",1,2,0,0,0,0,8738,1,0,1,8205,0,0
312,"Barclay JG","Labour","1951-09-01","Selwyn",0,0,0,0,0,0,6902,0,0,0,0,0,0
133,"Tirikatene ET","Labour","1951-09-01","Southern Maori",1,6,1,1,0,0,979,1,0,1,970,0,0
313,"Beaton WK","National","1951-09-01","Southern Maori",0,0,0,0,0,0,320,0,0,0,0,0,0
135,"Watts JT","National","1951-09-01","St Albans",1,3,1,1,1,0,7675,1,0,1,7335,0,0
314,"Mora JB","Labour","1951-09-01","St Albans",0,0,0,0,0,0,6260,0,0,0,0,0,0
315,"Barnes JG","National","1951-09-01","St Kilda",0,0,0,0,0,0,7279,1,0,1,0,0,0
137,"Jones F","Labour","1951-09-01","St Kilda",1,6,1,1,1,0,6943,0,0,0,7310,0,0
139,"Howard MB","Labour","1951-09-01","Sydenham",1,4,0,0,0,0,8406,1,0,1,9246,0,0
316,"Stott AH","National","1951-09-01","Sydenham",0,0,0,0,0,0,4003,0,0,0,0,0,0
251,"Halstead EH","National","1951-09-01","Tamaki",1,1,0,0,0,0,9504,1,0,1,8364,0,0
141,"Skinner TE","Labour","1951-09-01","Tamaki",0,0,0,0,0,0,8043,0,0,0,7269,0,0
317,"Wood EM","UWF","1951-09-01","Tamaki",0,0,0,0,0,0,84,0,0,0,0,0,0
