Electorate	Date	Candidate	Party	Votes	Elected	IncumbentOverride
Waitaki	11/6/1993	VERITY, R	Alliance	2268	0	
Waitaki	11/6/1993	FRANCIS, M	NZF	1081	0	
Waitaki	11/6/1993	BOYNTON, B	CHP	292	0	
Waitotara	11/6/1993	GRESHAM, P.J.	National	8496	1	
Waitotara	11/6/1993	LEHMSTEDT, K.F.	Labour	3951	0	
Waitotara	11/6/1993	KEENAN, E.J.	Alliance	3113	0	
Waitotara	11/6/1993	WOOLSTON, P.J.	NZF	2286	0	
Waitotara	11/6/1993	MULHOLLAND, P.J.	CHP	600	0	
Waitotara	11/6/1993	SERVIAN, M.A.	McGillicuddy Serious	228	0	
Wallace	11/6/1993	ENGLISH, B	National	9832	1	
Wallace	11/6/1993	SOPER, L.F.	Labour	4254	0	
Wallace	11/6/1993	HORTON, P.J.	Alliance	2359	0	
Wallace	11/6/1993	STEVES, J	CHP	628	0	
Wallace	11/6/1993	LA ROCHE, M	I	217	0	
Wallace	11/6/1993	WEST, R.A.	McGillicuddy Serious	201	0	
Wallace	11/6/1993	BULL, B	Natural Law	87	0	
Wellington-Karori	11/6/1993	GARDINER, P	National	10537	1	
Wellington-Karori	11/6/1993	LAIDLAW, C	Labour	10057	0	
Wellington-Karori	11/6/1993	GLENDINNING, D	Alliance	2181	0	
Wellington-Karori	11/6/1993	BRAMWELL, R	NZF	654	0	
Wellington-Karori	11/6/1993	HARRIS, D	CHP	230	0	
Wellington-Karori	11/6/1993	MILLEN, A	McGillicuddy Serious	215	0	
Wellington-Karori	11/6/1993	DOUGLAS, I.G.	Natural Law	99	0	
West Coast	11/6/1993	O'CONNOR, D	Labour	8920	1	
West Coast	11/6/1993	MOIR, M	National	6000	0	
West Coast	11/6/1993	SINCLAIR, I	Alliance	2525	0	
West Coast	11/6/1993	NEAME, P	I	852	0	
West Coast	11/6/1993	KELLY, J	NZF	622	0	
West Coast	11/6/1993	ROBINSON, D	CHP	321	0	
West Coast	11/6/1993	TAYLOR, C	Natural Law	42	0	
Western Hutt	11/6/1993	MCLAUCHLAN, J	National	9043	1	
Western Hutt	11/6/1993	WALSH, V	Labour	7501	0	
Western Hutt	11/6/1993	STEELE, D	Alliance	2688	0	
Western Hutt	11/6/1993	ROPATA, M	NZF	742	0	
Western Hutt	11/6/1993	FRANCE, D	CHP	443	0	
Western Hutt	11/6/1993	MCGLINCHY, A	McGillicuddy Serious	192	0	
Western Maori	11/6/1993	WETERE, K.T.	Labour	7881	1	
Western Maori	11/6/1993	TAIAROA, R.T.	NZF	4104	0	
Western Maori	11/6/1993	JOSEPH, T.P.K.	Alliance	2015	0	
Western Maori	11/6/1993	PENE, K	MM	709	0	
Western Maori	11/6/1993	BROWN, J	National	502	0	
Western Maori	11/6/1993	ASHFORD, A.A.	CHP	200	0	
Western Maori	11/6/1993	THOMAS, K	Natural Law	53	0	
Whanganui	11/6/1993	PETTIS, J	Labour	7399	1	
Whanganui	11/6/1993	DONOGHUE, G	National	4028	0	
Whanganui	11/6/1993	HEFFERNAN, T	NZF	3621	0	
Whanganui	11/6/1993	CAMPION, C	I	2525	0	
Whanganui	11/6/1993	FREDERIKSE, F	Alliance	2253	0	
Whanganui	11/6/1993	RUSH, J	CHP	378	0	
Whangarei	11/6/1993	BANKS, J	National	6507	1	
Whangarei	11/6/1993	FUREY, M	Labour	4920	0	
Whangarei	11/6/1993	DONNELLY, B	NZF	4212	0	
Whangarei	11/6/1993	BRITTENDEN, K	Alliance	2649	0	
Whangarei	11/6/1993	SMITH, C	CHP	275	0	
Whangarei	11/6/1993	COOKE, P.G.	McGillicuddy Serious	152	0	
Whangarei	11/6/1993	GOURLIE, P.M.	Whangarei Whanau	94	0	
Whangarei	11/6/1993	TREADWELL, H	Natural Law	75	0	
Yaldhurst	11/6/1993	AUSTIN, M	Labour	10659	1	
Yaldhurst	11/6/1993	WATSON, D	National	7662	0	
Yaldhurst	11/6/1993	GORDON, L	Alliance	2881	0	
Yaldhurst	11/6/1993	BOOTH, R	NZF	1092	0	
Yaldhurst	11/6/1993	CAPILL, G	CHP	467	0	
Yaldhurst	11/6/1993	VAN DER WERF, R	Natural Law	52	0	
Selwyn	8/13/1994	Carter, David	National	8906	1	
Selwyn	8/13/1994	Wright, John	Alliance	8488	0	
Selwyn	8/13/1994	Hobbs, Marian	Labour	2173	0	
Selwyn	8/13/1994	Shadbolt, Tim	NZF	1165	0	
Selwyn	8/13/1994	Francis, Rosemary	CH	182	0	
Selwyn	8/13/1994	Bryson, Warren	NORML	39	0	
Selwyn	8/13/1994	Annan, Bruce	KAFI	29	0	
Selwyn	8/13/1994	Owens, Tim	McG S	26	0	
Selwyn	8/13/1994	Jones, Warwick	NL	22	0	
Selwyn	8/13/1994	Daok, Kieron	NZ	10	0	
Selwyn	8/13/1994	Bryer, Victor	CAU	2	0	
Albany	10/12/1996	McCully, Murray	National	17639	1	
Albany	10/12/1996	Heffernan, Terry	NZF	5992	0	
Albany	10/12/1996	McConachy, Heather Ann	Alliance	4621	0	
Albany	10/12/1996	Hutchinson, Colin	Labour	3753	0	
Albany	10/12/1996	THOMAS, Marilyn	ACT	1820	0	
Albany	10/12/1996	Phillips, Judith	Christian Coalition	942	0	
Albany	10/12/1996	Allen, Miles	Greens	389	0	
Albany	10/12/1996	Nevin, Tina	McGillicuddy Serious	283	0	
Albany	10/12/1996	Hopwood, Tom	Natural Law	82	0	
Aoraki	10/12/1996	Sutton, Jim	Labour	13538	1	
Aoraki	10/12/1996	Boag, Stuart	National	10606	0	
Aoraki	10/12/1996	Bloxham, Jenny	NZF	4595	0	
Aoraki	10/12/1996	Verity, Rex	Alliance	3021	0	
Aoraki	10/12/1996	Donovan, Robin	Christian Coalition	635	0	
Aoraki	10/12/1996	Cone, Alan	ACT	531	0	
Aoraki	10/12/1996	Van der Werf, Royal	NATURAL LAW PARTY	75	0	
Auckland Central	10/12/1996	TIZARD, JUDITH NGAIRE	Labour	12219	1	
Auckland Central	10/12/1996	LEE, SANDRA	Alliance	8866	0	
Auckland Central	10/12/1996	FRITH, SHANE	National	7462	0	
Auckland Central	10/12/1996	HIDE, RODNEY	ACT	1848	0	
Auckland Central	10/12/1996	WHITTAKER, RICHARD	NZF	1565	0	
Auckland Central	10/12/1996	PATERSON, BARRIE	CHRISTIAN COALITION	398	0	
Auckland Central	10/12/1996	BOOMERT, LAURENCE	PROGRESSIVE GREENS	326	0	
Auckland Central	10/12/1996	RAMSDEN, ALISTAIR CLIFFORD	MCGILLICUDDY SERIOUS	226	0	
Auckland Central	10/12/1996	REEVES, SIMON	GREEN SOCIETY	175	0	
Auckland Central	10/12/1996	BRADY, CHRIS	Blokes Liberation Front	139	0	
Auckland Central	10/12/1996	WATTS, MARK	NATURAL LAW PARTY	108	0	
Auckland Central	10/12/1996	DE JONGE, PIETER	I	27	0	
Auckland Central	10/12/1996	YOUNG, WAYNE	Citizens Party	18	0	
Auckland Central	10/12/1996	ROBERTSON, LYNNE	I	13	0	
Auckland Central	10/12/1996	LE LIEVRE, ADAM JOSEPH	I	10	0	
Auckland Central	10/12/1996	BRYERS, VICTOR	I	7	0	
Auckland Central	10/12/1996	SUTTON, DUANE E	I	7	0	
Banks Peninsula	10/12/1996	CARTER, DAVID	National	15694	1	
Banks Peninsula	10/12/1996	DYSON, RUTH	Labour	11316	0	
Banks Peninsula	10/12/1996	DONALD, ROD	Alliance	7235	0	
Banks Peninsula	10/12/1996	GLUER,. ROSS	NZF	1782	0	
Banks Peninsula	10/12/1996	CHAMBERLAIN, NEVILLE	CHRISTIAN COALITION	808	0	
Banks Peninsula	10/12/1996	LOPAS, JEFF	ACT	571	0	
Banks Peninsula	10/12/1996	LEWIS, ANN	I	351	0	
Banks Peninsula	10/12/1996	HOLLAND, ELIZABETH E.	MCGILLICUDDY SERIOUS	199	0	
Banks Peninsula	10/12/1996	LOVELL-SMITH, DAVID	NATURAL LAW PARTY	176	0	
Banks Peninsula	10/12/1996	BAILEY, ANTON	Dominion Workers	25	0	
Bay of Plenty	10/12/1996	RYALL, TONY	National	13923	1	
Bay of Plenty	10/12/1996	BROWN, PETER	NZF	8770	0	
Bay of Plenty	10/12/1996	TUCKER, JULIE	Labour	5354	0	
Bay of Plenty	10/12/1996	BENNETT, JIM	Alliance	2609	0	
Bay of Plenty	10/12/1996	TURNER, JUDY	Christian Coalition	1253	0	
Bay of Plenty	10/12/1996	TURNER, REG	ACT	359	0	
Bay of Plenty	10/12/1996	SERVIAN, MARK	MCGILLICUDDY SERIOUS	225	0	
Bay of Plenty	10/12/1996	PAUL, RANGITUKEHU DAVID	TE TAWHARAU	78	0	
Bay of Plenty	10/12/1996	CORMACK, LEWIS	NATURAL LAW PARTY	67	0	
Bay of Plenty	10/12/1996	LEECH, GRAEME	CHRISTIAN COALITION	24	0	
Christchurch Central	10/12/1996	BARNETT, TIM	Labour	9689	1	
Christchurch Central	10/12/1996	SUTHERLAND, KERRY	National	9036	0	
Christchurch Central	10/12/1996	GORDON, LIZ	Alliance	6377	0	
Christchurch Central	10/12/1996	MARK, RON	NZF	3067	0	
Christchurch Central	10/12/1996	BALL, MATT	ACT	953	0	
Christchurch Central	10/12/1996	BAILLIE, GILLIAN	PROGRESSIVE GREENS	386	0	
Christchurch Central	10/12/1996	GRICE, JACINTA	UFNZ	224	0	
Christchurch Central	10/12/1996	CAIN, RAYMOND	NATURAL LAW PARTY	112	0	
Christchurch Central	10/12/1996	BALL, DAVID CHRISTOPHER	I	102	0	
Christchurch Central	10/12/1996	BROWN, PATRICK	Communist League	69	0	
Christchurch East	10/12/1996	SUTHERLAND, LARRY	Labour	11174	1	
Christchurch East	10/12/1996	MCKENZIE, SUE	National	8216	0	
Christchurch East	10/12/1996	VENNING, MARIE	Alliance	7305	0	
Christchurch East	10/12/1996	PEARSE, LEM	NZF	2970	0	
Christchurch East	10/12/1996	SHADBOLT, TIMOTHY RICHARD	AOTEAROA LEGALISE CANNABIS PARTY	1368	0	
Christchurch East	10/12/1996	BUCHANAN, JEFF	ACT	569	0	
Christchurch East	10/12/1996	CLAYTON, PHILIP JOHN	MCGILLICUDDY SERIOUS	105	0	
Christchurch East	10/12/1996	O'CONNOR, SEAN	NATURAL LAW PARTY	61	0	
Clutha-Southland	10/12/1996	ENGLISH, BILL	National	14764	1	
Clutha-Southland	10/12/1996	SOPER, LESLEY	Labour	5721	0	
Clutha-Southland	10/12/1996	WISE, ALAN	NZF	5075	0	
Clutha-Southland	10/12/1996	HICKS, TRACEY	Alliance	2326	0	
Clutha-Southland	10/12/1996	SNOW, PETER	ACT	2049	0	
Clutha-Southland	10/12/1996	ZWIES, RUSSELL	CHRISTIAN COALITION	1060	0	
Clutha-Southland	10/12/1996	WEST, ROBYN AROHA	MCGILLICUDDY SERIOUS	306	0	
Clutha-Southland	10/12/1996	URQUHART, GILBERT	NATURAL LAW PARTY	50	0	
Coromandel	10/12/1996	MCLEAN, MURRAY	National	12011	1	
Coromandel	10/12/1996	FITZSIMONS, JEANETTE	Alliance	9561	0	
Coromandel	10/12/1996	MCDONALD, ROBYN	NZF	7932	0	
Coromandel	10/12/1996	HAWKESWOOD, MARGARET	Labour	4255	0	
Coromandel	10/12/1996	HOWARD, TED	ACT	833	0	
Coromandel	10/12/1996	MCINTOSH, GAIL	UFNZ	433	0	
Coromandel	10/12/1996	YOUNG, GARY	MCGILLICUDDY SERIOUS	267	0	
Coromandel	10/12/1996	BYRNE, VERN	NZ SUPERANNUITANTS AND YOUTH ACTION	189	0	
Coromandel	10/12/1996	DELL, RALPH	PROGRESSIVE GREENS	145	0	
Coromandel	10/12/1996	HODGSON, MIMOUSSE	NATURAL LAW PARTY	76	0	
Dunedin North	10/12/1996	HODGSON, PETE	Labour	17375	1	
Dunedin North	10/12/1996	STEVENS, MARGIE	National	7168	0	
Dunedin North	10/12/1996	FLYNN, JIM	Alliance	4488	0	
Dunedin North	10/12/1996	BENSON, NEIL	NZF	1824	0	
Dunedin North	10/12/1996	STEENEVELD, MIKE	ACT	1157	0	
Dunedin North	10/12/1996	BROWN, GRAEME	UFNZ	553	0	
Dunedin North	10/12/1996	MACKIE, D'UGH	MCGILLICUDDY SERIOUS	453	0	
Dunedin North	10/12/1996	MCGREGOR, MARY-ANNE	NATURAL LAW PARTY	193	0	
Dunedin South	10/12/1996	CULLEN, MICHAEL	Labour	12829	1	
Dunedin South	10/12/1996	MCBEY, LEAH	Alliance	8553	0	
Dunedin South	10/12/1996	MACPHERSON, MALCOLM	National	5859	0	
Dunedin South	10/12/1996	MATHEWSON, CLIVE	UFNZ	5058	0	
Dunedin South	10/12/1996	MCGLYNN, NOELINE	NZF	1782	0	
Dunedin South	10/12/1996	HENDERSON, ROLY	ACT	505	0	
Dunedin South	10/12/1996	MCDONALD, ALAN WILLIAM	I	410	0	
Dunedin South	10/12/1996	BEATTY, DAVID	PROGRESSIVE GREENS	215	0	
Dunedin South	10/12/1996	SCHADER, INGA	NATURAL LAW PARTY	58	0	
Epsom	10/12/1996	FLETCHER, CHRIS	National	25217	1	
Epsom	10/12/1996	DUNCAN, HELEN	Labour	4575	0	
Epsom	10/12/1996	TIERNEY, MARY	Alliance	1787	0	
Epsom	10/12/1996	LOGAN, GAVIN	NZF	1342	0	
Epsom	10/12/1996	BOSCAWEN, JOHN SPENCER	ACT	1134	0	
Epsom	10/12/1996	MCQUEEN, EWEN	CHRISTIAN COALITION	577	0	
Epsom	10/12/1996	PERIGO, LINDSAY	THE LIBERTARIANZ	534	0	
Epsom	10/12/1996	FENWICK, ROB	PROGRESSIVE GREENS	360	0	
Epsom	10/12/1996	HOOLE, KERRY MORRIS	MCGILLICUDDY SERIOUS	247	0	
Epsom	10/12/1996	CUNNINGHAM, SAM	GREEN SOCIETY	112	0	
Epsom	10/12/1996	LEE, BRYAN	NATURAL LAW PARTY	89	0	
Epsom	10/12/1996	MOCKRIDGE, BRYAN	UFNZ	78	0	
Hamilton East	10/12/1996	STEEL, TONY	National	14020	1	
Hamilton East	10/12/1996	YATES, DIANNE FAE	Labour	11673	0	
Hamilton East	10/12/1996	WOOLERTON, DOUG	NZF	2920	0	
Hamilton East	10/12/1996	PARBHU, ASHOK NEIL	Alliance	1684	0	
Hamilton East	10/12/1996	PRIEST, LINDSAY JOHN	CHRISTIAN COALITION	798	0	
Hamilton East	10/12/1996	WILLIAMS, GRAEME	ACT	578	0	
Hamilton East	10/12/1996	FRANCIS, JUSTINE	MCGILLICUDDY SERIOUS	354	0	
Hamilton East	10/12/1996	TAWHARU, DIANNA	PROGRESSIVE GREENS	176	0	
Hamilton East	10/12/1996	NEAGLE, PATRICIA	I	129	0	
Hamilton East	10/12/1996	CLEARY, JOHN G	NATURAL LAW PARTY	67	0	
Hamilton East	10/12/1996	STROUD, LES	NZ SUPERANNUITANTS AND YOUTH ACTION	64	0	
Hamilton West	10/12/1996	SIMCOCK, BOB	National	12696	1	
Hamilton West	10/12/1996	GALLAGHER, MARTIN OWEN	Labour	12099	0	
Hamilton West	10/12/1996	KIRTON, NEIL FRANCIS	NZF	3861	0	
Hamilton West	10/12/1996	PEMBERTON, JOHN	Alliance	1738	0	
Hamilton West	10/12/1996	GOODALL, ELEANOR	CHRISTIAN COALITION	1043	0	
Hamilton West	10/12/1996	MALLETT, GARRY	ACT	725	0	
Hamilton West	10/12/1996	CALDWELL, PETER JAMES	MCGILLICUDDY SERIOUS	338	0	
Hamilton West	10/12/1996	HENDERSON, ROBERT	PROGRESSIVE GREENS	208	0	
Hamilton West	10/12/1996	DUNN, MICHAEL STEPHEN	Natural Law	69	0	
Hunua	10/12/1996	KYD, WARREN	National	11953	1	
Hunua	10/12/1996	ROBERTSON, JOHN	UFNZ	6855	0	
Hunua	10/12/1996	SCHOFIELD, PAUL	Labour	5049	0	
Hunua	10/12/1996	DE COUDRAY, PATRA	NZF	3267	0	
Hunua	10/12/1996	MITCHELL, HUIA	Alliance	1682	0	
Hunua	10/12/1996	AUVA'A, ENOSA	CHRISTIAN COALITION	1017	0	
Hunua	10/12/1996	HARDING, SIMON FRANCIS	ACT	739	0	
Hunua	10/12/1996	LODGE, RAYLENE	NATURAL LAW PARTY	103	0	
Hunua	10/12/1996	JAMES, SOPHIE	Republican	40	0	
Hutt South	10/12/1996	MALLARD, TREVOR	Labour	14023	1	
Hutt South	10/12/1996	MCLAUCHLAN, JOY	National	11567	0	
Hutt South	10/12/1996	LOVE, PETER	Alliance	2125	0	
Hutt South	10/12/1996	MORRIS, DEBORAH	NZF	2042	0	
Hutt South	10/12/1996	MILNE, CHRISTOPHER	ACT	684	0	
Hutt South	10/12/1996	MCGLINCHY, ALISTAIR	MCGILLICUDDY SERIOUS	228	0	
Hutt South	10/12/1996	OWEN, FRANK	UFNZ	222	0	
Hutt South	10/12/1996	POWELL, JACK	NZ SUPERANNUITANTS AND YOUTH ACTION	163	0	
Hutt South	10/12/1996	SLADE, ANGELA	NATURAL LAW PARTY	65	0	
Hutt South	10/12/1996	RUSSELL, BRIAN	I	53	0	
Ilam	10/12/1996	BROWNLEE, GERRY	National	16561	1	
Ilam	10/12/1996	DALY, EAMON	Labour	6471	0	
Ilam	10/12/1996	AUSTIN, MARGARET	UFNZ	5447	0	
Ilam	10/12/1996	DAVEY, JAN	Alliance	5229	0	
Ilam	10/12/1996	BROUGHTON, HELEN	NZF	2707	0	
Ilam	10/12/1996	MATTISON, NIGEL	ACT	892	0	
Ilam	10/12/1996	SANDERSON, ANDREW PETER	NATURAL LAW PARTY	108	0	
Invercargill	10/12/1996	PECK, MARK	Labour	15383	1	
Invercargill	10/12/1996	ROY, ERIC	National	11148	0	
Invercargill	10/12/1996	HORTON, OWEN	NZF	2302	0	
Invercargill	10/12/1996	STIRLING, BRUCE	Alliance	1536	0	
Invercargill	10/12/1996	CRIMP, LOUIS	ACT	441	0	
Invercargill	10/12/1996	JONES, PHILIP NORMAN	I	294	0	
Invercargill	10/12/1996	HOBBS, ANTHONY	MCGILLICUDDY SERIOUS	200	0	
Invercargill	10/12/1996	JORDAN, STUART	UFNZ	111	0	
Invercargill	10/12/1996	HUGHES, JACQUELINE	NATURAL LAW PARTY	87	0	
Kaikoura	10/12/1996	KIDD, DOUGLAS LORIMER	National	13858	1	
Kaikoura	10/12/1996	HOBBS, MARIAN	Labour	7946	0	
Kaikoura	10/12/1996	HARRISON, TOM	NZF	5332	0	
Kaikoura	10/12/1996	EWEN-STREET, IAN	Alliance	5275	0	
Kaikoura	10/12/1996	TALBOT-KING, PETER	ACT	731	0	
Kaikoura	10/12/1996	HANSEN, RODNEY	MCGILLICUDDY SERIOUS	365	0	
Kaikoura	10/12/1996	BELL, DESMOND JOSEPH	I	124	0	
Kaikoura	10/12/1996	BRIGID, ANNE T	NATURAL LAW PARTY	94	0	
Karapiro	10/12/1996	LUXTON, JOHN	National	14893	1	
Karapiro	10/12/1996	MORONEY, SUE	Labour	5526	0	
Karapiro	10/12/1996	MORTENSEN, CLIVE	NZF	4898	0	
Karapiro	10/12/1996	KILBRIDE, JOHN	Alliance	3245	0	
Karapiro	10/12/1996	ASHWORTH, VINCE	ACT	1561	0	
Karapiro	10/12/1996	HOLDWAY-DAVIS, PHILIP	CHRISTIAN COALITION	1055	0	
Karapiro	10/12/1996	MACINDOE, TIM	UFNZ	408	0	
Karapiro	10/12/1996	BEERE, CRAIG	MCGILLICUDDY SERIOUS	296	0	
Karapiro	10/12/1996	HILLS, BELINDA	NATURAL LAW PARTY	78	0	
Karapiro	10/12/1996	TOY, LAI	MANA MAORI MOVEMENT	52	0	
Mahia	10/12/1996	MACKEY, JANET	Labour	10766	1	
Mahia	10/12/1996	KIMBER, WAYNE	National	9788	0	
Mahia	10/12/1996	PRESTON, GORDON	NZF	2910	0	
Mahia	10/12/1996	BAULD, CRAIG	ACT	1848	0	
Mahia	10/12/1996	SMITH, GRAHAM	Alliance	1763	0	
Mahia	10/12/1996	DONNELLY, LUKE	I	383	0	
Mahia	10/12/1996	NEUMEGEN, ROY	Natural Law	69	0	
Mana	10/12/1996	KELLY, GRAHAM	Labour	11408	1	
Mana	10/12/1996	WELLS, ALLAN RODERICK	National	7786	0	
Mana	10/12/1996	HARDING, GRAHAM	NZF	3128	0	
Mana	10/12/1996	TILE, VERNON IOSEFA	Alliance	2472	0	
Mana	10/12/1996	MACLACHLAN, RENTON	CHRISTIAN COALITION	902	0	
Mana	10/12/1996	WILSON, NEIL JOHN	ACT	697	0	
Mana	10/12/1996	IUPELI, MARIE	I	586	0	
Mana	10/12/1996	GREEN, DAVID	PROGRESSIVE GREENS	297	0	
Mana	10/12/1996	PRANKERD, GRANT	MCGILLICUDDY SERIOUS	277	0	
Mana	10/12/1996	SHEPHERD, WAYNE	NATURAL LAW PARTY	53	0	
Mangere	10/12/1996	FIELD, TAITO PHILIP	Labour	13277	1	
Mangere	10/12/1996	BROOME, DAVID	National	3960	0	
Mangere	10/12/1996	RICHARDS, LEN	Alliance	3190	0	
Mangere	10/12/1996	MOANA, THOMAS KURU	NZF	1972	0	
Mangere	10/12/1996	WARD, JAMES ERNEST ARTHUR	CHRISTIAN COALITION	563	0	
Mangere	10/12/1996	MATHEWSON, KEVIN ROY	ACT	409	0	
Mangere	10/12/1996	RASMUSSEN, AFAMASAGA AGNES	ADVANCE NZ	180	0	
Mangere	10/12/1996	IFOPO, FRANCIS	UFNZ	94	0	
Mangere	10/12/1996	BILYARD, GRANT	NATURAL LAW PARTY	90	0	
Manukau East	10/12/1996	ROBERTSON, ROSS	Labour	15269	1	
Manukau East	10/12/1996	YEE, KEN	National	10686	0	
Manukau East	10/12/1996	CLARK, NGAIRE	NZF	2361	0	
Manukau East	10/12/1996	ROGERS, TREVOR	CNSP	1497	0	
Manukau East	10/12/1996	MULITALO, TAFA	Alliance	1108	0	
Manukau East	10/12/1996	COLE, PATRICK	ACT	1058	0	
Manukau East	10/12/1996	FALEAUTO, TED	UFNZ	292	0	
Manukau East	10/12/1996	TAIMALELAGI, TILIANO TOFILAU	Advance NZ	161	0	
Manukau East	10/12/1996	DODDS, GREGORY	NATURAL LAW PARTY	72	0	
Manukau East	10/12/1996	VERMUNT, ANNALUCIA	Communist League	30	0	
Manurewa	10/12/1996	HAWKINS, GEORGE	Labour	14015	1	
Manurewa	10/12/1996	MARINKOVICH, LES	National	5442	0	
Manurewa	10/12/1996	MAIL, ROGER	NZF	2240	0	
Manurewa	10/12/1996	JACKSON, WILLIE	Alliance	1492	0	
Manurewa	10/12/1996	MATSON, BRADEN	CHRISTIAN COALITION	781	0	
Manurewa	10/12/1996	THOMPSON, JOHN	ACT	555	0	
Manurewa	10/12/1996	HOOD, MALCOLM	UFNZ	378	0	
Manurewa	10/12/1996	CRAIG, DEREK	MCGILLICUDDY SERIOUS	151	0	
Manurewa	10/12/1996	AMERY, COLIN LLOYD	GREEN SOCIETY	145	0	
Manurewa	10/12/1996	MCLAREN, FAYE	NATURAL LAW PARTY	67	0	
Maungakiekie	10/12/1996	VERNON, BELINDA	National	11621	1	
Maungakiekie	10/12/1996	NORTHEY, RICHARD JOHN	Labour	11393	0	
Maungakiekie	10/12/1996	MYLES, GILBERT COLIN	NZF	4031	0	
Maungakiekie	10/12/1996	ROBSON, MATT	Alliance	3188	0	
Maungakiekie	10/12/1996	OGILVIE, ANGUS STUART	ACT	965	0	
Maungakiekie	10/12/1996	BOND, DOROTHY MELBA	PROGRESSIVE GREENS	254	0	
Maungakiekie	10/12/1996	ORCHARD, JOHN	MCGILLICUDDY SERIOUS	207	0	
Maungakiekie	10/12/1996	SAMUJH, RAM PARKASH	UFNZ	200	0	
Maungakiekie	10/12/1996	LODGE, GRAEME	NATURAL LAW PARTY	114	0	
Maungakiekie	10/12/1996	SO'ONALOLE, ENGLAND	ADVANCE NZ	66	0	
Maungakiekie	10/12/1996	PURU, BILL	Republican	32	0	
Napier	10/12/1996	BRAYBROOKE, GEOFF	Labour	17756	1	
Napier	10/12/1996	WARD, KATHRYN	National	7610	0	
Napier	10/12/1996	GWYNN, ROBIN	Alliance	2865	0	
Napier	10/12/1996	SPENCER, STUART	NZF	2567	0	
Napier	10/12/1996	HILL, JEAN	ACT	1285	0	
Napier	10/12/1996	LEVINGSTON, IAN	NATURAL LAW PARTY	134	0	
Nelson	10/12/1996	SMITH, NICK	National	20481	1	
Nelson	10/12/1996	BLINCOE, JOHN	Labour	8057	0	
Nelson	10/12/1996	WARD, MIKE	Alliance	3171	0	
Nelson	10/12/1996	DOWNEY, BERNARD	NZF	1510	0	
Nelson	10/12/1996	BARBER, NICK	CHRISTIAN COALITION	749	0	
Nelson	10/12/1996	OWENS, TIM	MCGILLICUDDY SERIOUS	279	0	
Nelson	10/12/1996	RANDLE, MERV	I	251	0	
Nelson	10/12/1996	MCGREGOR, MICHELLE	NATURAL LAW PARTY	86	0	
New Lynn	10/12/1996	GOFF, PHIL	Labour	15392	1	
New Lynn	10/12/1996	GARDNER, RICHARD	National	8254	0	
New Lynn	10/12/1996	ROBINSON, CLIFF	Alliance	3554	0	
New Lynn	10/12/1996	MULLINS, DAWN	NZF	2616	0	
New Lynn	10/12/1996	DARIN, MARK	PROGRESSIVE GREENS	301	0	
New Lynn	10/12/1996	FOSTER, RICHARD	MCGILLICUDDY SERIOUS	203	0	
New Lynn	10/12/1996	HUBSCHER, JOHN	UFNZ	128	0	
New Lynn	10/12/1996	PRESCOTT, JAMES	ADVANCE NZ	91	0	
New Lynn	10/12/1996	MCGRATH, LES	NATURAL LAW PARTY	68	0	
New Plymouth	10/12/1996	DUYNHOVEN, HARRY	Labour	20746	1	
New Plymouth	10/12/1996	MAXWELL, ROGER	National	9213	0	
New Plymouth	10/12/1996	SLAATS, HENRY	NZF	1771	0	
New Plymouth	10/12/1996	GAFFY, SUE	Alliance	1277	0	
New Plymouth	10/12/1996	HUSTON, TONY	ACT	391	0	
New Plymouth	10/12/1996	O'NEILL, PAUL	PROGRESSIVE GREENS	181	0	
New Plymouth	10/12/1996	SOWRY, BRUCE	NATURAL LAW PARTY	63	0	
North Shore	10/12/1996	MAPP, WAYNE	National	15763	1	
North Shore	10/12/1996	QUIGLEY, DEREK FRANCIS	ACT	5415	0	
North Shore	10/12/1996	CAYFORD, JOEL	Alliance	4897	0	
North Shore	10/12/1996	CAMERON, PERRY	Labour	4375	0	
North Shore	10/12/1996	BATTEN, ANN	NZF	4165	0	
North Shore	10/12/1996	BELDING, JULIE	CHRISTIAN COALITION	780	0	
North Shore	10/12/1996	DOHERTY, CASSANDRA	PROGRESSIVE GREENS	313	0	
North Shore	10/12/1996	CLARK, FELIX	MCGILLICUDDY SERIOUS	263	0	
North Shore	10/12/1996	HEISING, BRAD	GREEN SOCIETY	109	0	
North Shore	10/12/1996	GILLIGAN, TREVOR JOHN	NZ SUPERANNUITANTS AND YOUTH ACTION	88	0	
North Shore	10/12/1996	PIANTA, GAIL	NATURAL LAW PARTY	84	0	
Northcote	10/12/1996	REVELL, IAN	National	13779	1	
Northcote	10/12/1996	HARTLEY, ANN	Labour	9216	0	
Northcote	10/12/1996	GILLON, GRANT	Alliance	3923	0	
Northcote	10/12/1996	PHILLIPS, JANIE	NZF	2875	0	
Northcote	10/12/1996	HILT, PETER	UFNZ	1955	0	
Northcote	10/12/1996	BIRD, KIERAN	ACT	1235	0	
Northcote	10/12/1996	SMITH, BERNARD	MCGILLICUDDY SERIOUS	235	0	
Northcote	10/12/1996	LEE, PETER	PROGRESSIVE GREENS	213	0	
Northcote	10/12/1996	MOLVING, MERETE	GREEN SOCIETY	100	0	
Northcote	10/12/1996	O'BRIEN, KEVIN	NATURAL LAW PARTY	52	0	
Northcote	10/12/1996	WARNER, PAMERA	Republican	15	0	
Northland	10/12/1996	CARTER, JOHN	National	13033	1	
